Job Title/Position,Date Posted,Location,Position Overview,Key Responsibilities,Required Qualifications,Security Clearance,Program Hints,Client Hints,Contract Vehicle Hints,Prime Contractor,Recruiter Contact,Technologies,Certifications Required,Matched Program,Match Confidence,Match Type,BD Priority Score,Priority Tier,Match Signals,Source,Source URL,Scraped At,Processed At
,,,,,,,,,,,,,,Counterintelligence Field Activity,15%,inferred,53,🟡 Warm,"Location match (partial): Seattle, Washington -> Counterintelligence Field Activity via 'washington dc', Location match (partial): Seattle, Washington -> Counterintelligence Field Activity – Secondary Row via 'washington dc', Location match (partial): Seattle, Washington -> DIA ISEO (IT Sustainment for DIA) via 'washington dc', Location match (partial): Seattle, Washington -> Information Technology Sustainment for Enhanced Ops via 'washington dc', Location match (partial): Seattle, Washington -> Integrated Strategic & Expeditionary Operations (DIA ISEO variant) via 'washington dc', Location match (partial): Seattle, Washington -> OFAC Payment / Trade Ops Data System via 'washington dc', Location match (partial): Seattle, Washington -> DIA ISEO via 'washington dc (bolling)'",unknown,https://insightglobal.com/jobs/find_a_job/washington/seattle/senior-mechanical-equipment-tool-engineer/job-350529/,,2026-01-13T00:31:29.954026
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/new-hampshire/manchester/cleared-electronic-warfare-engineer/job-314201/,,2026-01-13T00:31:29.954069
,,,,,,,,,,,,,,AF DCGS - PACAF,20%,inferred,79,🟡 Warm,"Location match: San Diego -> AF DCGS - PACAF, Location match (partial): San Diego, California -> Navy Enterprise Service Desk via 'san diego ca', Location match (partial): San Diego, California -> NGEN-R SMIT – Navy Next Generation Enterprise Network (Service Management, Integration & Transport) via 'san diego ca', Location match (partial): San Diego, California -> Navy Marine Corps Intranet (legacy) via 'multiple navy & usmc bases (norfolk, san diego, etc.)', Location match (exact): San Diego, California -> NGEN-R — Enterprise Network Program via 'san diego', Location match (partial): San Diego, California -> NIWC Pacific (placeholder) via 'san diego ca (niwc pac)'",unknown,https://insightglobal.com/jobs/find_a_job/california/san-diego/electro-mechanical-assembly-technician/job-477769/,,2026-01-13T00:31:29.954111
,,,,,,,,,,,,,,Advanced Medium-Range Air-to-Air Missile (AMRAAM) Production & Sustainment,15%,inferred,53,🟡 Warm,"Location match (partial): Tucson, Arizona -> Advanced Medium-Range Air-to-Air Missile (AMRAAM) Production & Sustainment via 'tucson az (raytheon missile facilities)', Location match (partial): Tucson, Arizona -> DGFS (RTX) via 'tucson az + other sites', Location match (partial): Tucson, Arizona -> LRAAM (Long Range AAM) via 'tucson az'",unknown,https://insightglobal.com/jobs/find_a_job/arizona/tucson/electrical-engineer-4/job-453153/,,2026-01-13T00:31:29.954162
,,,,,,,,,,,,,,Navy DCGS-N,20%,inferred,62,🟡 Warm,"Location match: Suffolk -> Navy DCGS-N, Location match (partial): Suffolk, Virginia -> Global Command and Control System – Joint (Variant) via 'suffolk va', Location match (partial): Suffolk, Virginia -> Joint Staff J7 Support via 'suffolk va', Location match (partial): Suffolk, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/suffolk/simulation-systems-engineer-ii/job-477425/,,2026-01-13T00:31:29.954200
,,,,,,,,,,,,,,Counterintelligence Field Activity,15%,inferred,53,🟡 Warm,"Location match (partial): Bellevue, Washington -> Counterintelligence Field Activity via 'washington dc', Location match (partial): Bellevue, Washington -> Counterintelligence Field Activity – Secondary Row via 'washington dc', Location match (partial): Bellevue, Washington -> DIA ISEO (IT Sustainment for DIA) via 'washington dc', Location match (partial): Bellevue, Washington -> Information Technology Sustainment for Enhanced Ops via 'washington dc', Location match (partial): Bellevue, Washington -> Integrated Strategic & Expeditionary Operations (DIA ISEO variant) via 'washington dc', Location match (partial): Bellevue, Washington -> OFAC Payment / Trade Ops Data System via 'washington dc', Location match (partial): Bellevue, Washington -> DIA ISEO via 'washington dc (bolling)'",unknown,https://insightglobal.com/jobs/find_a_job/washington/bellevue/full-stack-developer-python-streamlit-/job-477757/,,2026-01-13T00:31:29.954239
,,,,,,,,,,,,,,EVMS - Earned Value Management Systems,15%,inferred,53,🟡 Warm,"Location match (partial): Chesapeake, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/chesapeake/marine-welder/job-430621/,,2026-01-13T00:31:29.954276
,,,,,,,,,,,,,,Counterintelligence Field Activity,15%,inferred,53,🟡 Warm,"Location match (partial): Keyport, Washington -> Counterintelligence Field Activity via 'washington dc', Location match (partial): Keyport, Washington -> Counterintelligence Field Activity – Secondary Row via 'washington dc', Location match (partial): Keyport, Washington -> DIA ISEO (IT Sustainment for DIA) via 'washington dc', Location match (partial): Keyport, Washington -> Information Technology Sustainment for Enhanced Ops via 'washington dc', Location match (partial): Keyport, Washington -> Integrated Strategic & Expeditionary Operations (DIA ISEO variant) via 'washington dc', Location match (partial): Keyport, Washington -> OFAC Payment / Trade Ops Data System via 'washington dc', Location match (partial): Keyport, Washington -> DIA ISEO via 'washington dc (bolling)'",unknown,https://insightglobal.com/jobs/find_a_job/washington/keyport/system-administrator/job-476303/,,2026-01-13T00:31:29.954313
,,,,,,,,,,,,,,AF DCGS - PACAF,20%,inferred,79,🟡 Warm,"Location match: San Diego -> AF DCGS - PACAF, Location match (partial): San Diego, California -> Navy Enterprise Service Desk via 'san diego ca', Location match (partial): San Diego, California -> NGEN-R SMIT – Navy Next Generation Enterprise Network (Service Management, Integration & Transport) via 'san diego ca', Location match (partial): San Diego, California -> Navy Marine Corps Intranet (legacy) via 'multiple navy & usmc bases (norfolk, san diego, etc.)', Location match (exact): San Diego, California -> NGEN-R — Enterprise Network Program via 'san diego', Location match (partial): San Diego, California -> NIWC Pacific (placeholder) via 'san diego ca (niwc pac)'",unknown,https://insightglobal.com/jobs/find_a_job/california/san-diego/hardware-and-circuit-board-design-lead/job-438681/,,2026-01-13T00:31:29.954353
,,,,,,,,,,,,,,AF DCGS - PACAF,20%,inferred,79,🟡 Warm,"Location match: San Diego -> AF DCGS - PACAF, Location match (partial): San Diego, California -> Navy Enterprise Service Desk via 'san diego ca', Location match (partial): San Diego, California -> NGEN-R SMIT – Navy Next Generation Enterprise Network (Service Management, Integration & Transport) via 'san diego ca', Location match (partial): San Diego, California -> Navy Marine Corps Intranet (legacy) via 'multiple navy & usmc bases (norfolk, san diego, etc.)', Location match (exact): San Diego, California -> NGEN-R — Enterprise Network Program via 'san diego', Location match (partial): San Diego, California -> NIWC Pacific (placeholder) via 'san diego ca (niwc pac)'",unknown,https://insightglobal.com/jobs/find_a_job/california/san-diego/embedded-systems-and-controls-architect/job-438701/,,2026-01-13T00:31:29.954392
,,,,,,,,,,,,,,MHS GENESIS (DHMSM),20%,inferred,54,🟡 Warm,"Location match (partial): San Antonio, Texas -> Air Force Cyber Operations / Platform One + Cyber/DevSecOps Portfolio via 'san antonio tx', Location match (partial): San Antonio, Texas -> Air Force Platform One / DevSecOps Initiative via 'san antonio tx', Location match (partial): San Antonio, Texas -> Alamo ACE Conference / TechNet via 'san antonio tx', Location match (partial): San Antonio, Texas -> Defense Health Agency Desktop to Datacenter via 'san antonio tx', Location match (partial): San Antonio, Texas -> Defense Health Agency Modernization / MHS GENESIS via 'san antonio tx', Location match (exact): San Antonio, Texas -> MHS GENESIS (DHMSM) via 'san antonio', Location match (exact): San Antonio, Texas -> NTT Applications & BPS Support via 'texas', Location match (partial): San Antonio, Texas -> AFSIM - Advanced Framework for Simulation Integration & Modeling via 'san antonio tx, manassas va, tampa fl, rivanna va'",unknown,https://insightglobal.com/jobs/find_a_job/texas/san-antonio/ts-sci-software-engineer/job-476428/,,2026-01-13T00:31:29.954432
,,,,,,,,,,,,,,MHS GENESIS (DHMSM),20%,inferred,54,🟡 Warm,"Location match (exact): Jbsa Lackland, Texas -> MHS GENESIS (DHMSM) via 'san antonio', Location match (exact): Jbsa Lackland, Texas -> NTT Applications & BPS Support via 'texas'",unknown,https://insightglobal.com/jobs/find_a_job/texas/jbsa-lackland/ts-sci-cyber-defense-operator/job-476939/,,2026-01-13T00:31:29.954471
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/north-dakota/grand-forks/ts-sci-system-administrator/job-478425/,,2026-01-13T00:31:29.954510
,,,,,,,,,,,,,,JRSS - Joint Regional Security Stacks,20%,inferred,54,🟡 Warm,"Location match (partial): Montgomery, Alabama -> DISA Global Service Mgmt – Ops II via 'montgomery al', Location match (exact): Montgomery, Alabama -> JRSS - Joint Regional Security Stacks via 'montgomery, alabama', Location match (exact): Montgomery, Alabama -> NJRSS - Navy Joint Regional Security Stacks via 'montgomery, alabama', Location match (partial): Montgomery, Alabama -> Counter-UAS Program via 'huntsville, alabama'",unknown,https://insightglobal.com/jobs/find_a_job/alabama/montgomery/ts-sci-automation-engineer/job-425546/,,2026-01-13T00:31:29.954549
,,,,,,,,,,,,,,AF DCGS - PACAF,20%,inferred,79,🟡 Warm,"Location match: San Diego -> AF DCGS - PACAF, Location match (partial): San Diego, California -> Navy Enterprise Service Desk via 'san diego ca', Location match (partial): San Diego, California -> NGEN-R SMIT – Navy Next Generation Enterprise Network (Service Management, Integration & Transport) via 'san diego ca', Location match (partial): San Diego, California -> Navy Marine Corps Intranet (legacy) via 'multiple navy & usmc bases (norfolk, san diego, etc.)', Location match (exact): San Diego, California -> NGEN-R — Enterprise Network Program via 'san diego', Location match (partial): San Diego, California -> NIWC Pacific (placeholder) via 'san diego ca (niwc pac)'",unknown,https://insightglobal.com/jobs/find_a_job/california/san-diego/ts-sci-field-service-engineer/job-435515/,,2026-01-13T00:31:29.954592
,,,,,,,,,,,,,,CANES - Consolidated Afloat Network Enterprise Services,15%,inferred,53,🟡 Warm,"Location match (partial): Mount Vernon, Virginia -> CANES - Consolidated Afloat Network Enterprise Services via 'norfolk va, sully va, mount vernon va, aiea hi, arlington va', Location match (partial): Mount Vernon, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/mount-vernon/ts-sci-sr-network-engineer/job-458210/,,2026-01-13T00:31:29.954636
,,,,,,,,,,,,,,Joint Tactical Ground Station Early Warning,20%,inferred,54,🟡 Warm,"Location match (partial): Redondo Beach, California -> Ground-Based Strategic Deterrent via 'redondo beach ca', Location match (partial): Redondo Beach, California -> Joint Tactical Ground Station via 'redondo beach ca', Location match (partial): Redondo Beach, California -> Sentinel / GBSD via 'redondo beach ca', Location match (exact): Redondo Beach, California -> Joint Tactical Ground Station Early Warning via 'redondo beach', Location match (exact): Redondo Beach, California -> Joint Tactical Ground Station System via 'redondo beach', Location match (exact): Redondo Beach, California -> Sentinel GBSD via 'redondo beach', Location match (exact): Redondo Beach, California -> Sentinel GBSD (LGM-35A) via 'redondo beach'",unknown,https://insightglobal.com/jobs/find_a_job/california/redondo-beach/ts-sci-c-software-engineer/job-461070/,,2026-01-13T00:31:29.954680
,,,,,,,,,,,,,,MHS GENESIS (DHMSM),20%,inferred,54,🟡 Warm,"Location match (partial): San Antonio, Texas -> Air Force Cyber Operations / Platform One + Cyber/DevSecOps Portfolio via 'san antonio tx', Location match (partial): San Antonio, Texas -> Air Force Platform One / DevSecOps Initiative via 'san antonio tx', Location match (partial): San Antonio, Texas -> Alamo ACE Conference / TechNet via 'san antonio tx', Location match (partial): San Antonio, Texas -> Defense Health Agency Desktop to Datacenter via 'san antonio tx', Location match (partial): San Antonio, Texas -> Defense Health Agency Modernization / MHS GENESIS via 'san antonio tx', Location match (exact): San Antonio, Texas -> MHS GENESIS (DHMSM) via 'san antonio', Location match (exact): San Antonio, Texas -> NTT Applications & BPS Support via 'texas', Location match (partial): San Antonio, Texas -> AFSIM - Advanced Framework for Simulation Integration & Modeling via 'san antonio tx, manassas va, tampa fl, rivanna va'",unknown,https://insightglobal.com/jobs/find_a_job/texas/san-antonio/ts-sci-software-engineer/job-239361/,,2026-01-13T00:31:29.954729
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/north-dakota/hatton/ts-sci-mission-planner/job-466391/,,2026-01-13T00:31:29.954768
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/maryland/suitland/ts-sci-information-systems-security-engineer/job-478497/,,2026-01-13T00:31:29.954805
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/pennsylvania/state-college/ts-sci-systems-engineering-manager/job-476299/,,2026-01-13T00:31:29.954844
,,,,,,,,,,,,,,Sentinel GBSD,20%,inferred,54,🟡 Warm,"Location match (partial): El Segundo, California -> Next-Gen OPIR (Ground + Payload) via 'el segundo ca', Location match (exact): El Segundo, California -> Sentinel GBSD via 'el segundo', Location match (exact): El Segundo, California -> Sentinel GBSD (LGM-35A) via 'el segundo'",unknown,https://insightglobal.com/jobs/find_a_job/california/el-segundo/ts-sci-software-engineer-4/job-466253/,,2026-01-13T00:31:29.954883
,,,,,,,,,,,,,,Corporate HQ,20%,inferred,54,🟡 Warm,"Location match: Reston -> Corporate HQ, Location match (partial): Reston, Virginia -> DIA Information Systems Engineering Office via 'reston va', Location match (partial): Reston, Virginia -> DIA Infrastructure Services Enterprise Ops via 'reston va', Location match (partial): Reston, Virginia -> DIA IT Sustainment & Engineering Office via 'reston va', Location match (partial): Reston, Virginia -> DIA IT Sustainment & Enterprise Ops (Task Order) via 'reston va', Location match (partial): Reston, Virginia -> DIA IT Sustainment (ISEO) via 'reston va', Location match (partial): Reston, Virginia -> Information Technology Sustainment for Enhanced Ops via 'reston va', Location match (partial): Reston, Virginia -> Intelligence Systems Enterprise Operations via 'reston va', Location match (partial): Reston, Virginia -> Peraton NARSIL – Advanced System Intelligence via 'reston va', Location match (partial): Reston, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/reston/ts-sci-with-poly-cyber-network-defense-and-exploitation-analyst/job-421667/,,2026-01-13T00:31:29.954927
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/massachusetts/wilmington/ts-sci-senior-optical-systems-engineer/job-476947/,,2026-01-13T00:31:29.954970
,,,,,,,,,,,,,,"Command & Control, Battle Mgmt & Comms (MDA) – Secondary Row",20%,inferred,54,🟡 Warm,"Location match (partial): Huntsville, Alabama -> Aegis Ballistic Missile Defense / Aegis Program via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Integrated Battle Command System via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Integrated Battle Command System Support via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Missile & Space R&D Support (Huntsville) via 'huntsville al', Location match (partial): Huntsville, Alabama -> C2BMC (Command & Control, Battle Mgmt, Comms) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Command and Control, Battle Management & Communications (MDA) via 'huntsville al', Location match (partial): Huntsville, Alabama -> GMD Weapon System (Ground C2) via 'huntsville al', Location match (partial): Huntsville, Alabama -> GMD Weapon System Modernization via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Air & Missile Defense via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Battle Command System via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness / Cyber Program via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Environment via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Tool Environment via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Tool Environment (Intel Cyber) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Intelligence Systems Infrastructure Tools & Enhancements via 'huntsville al', Location match (partial): Huntsville, Alabama -> Multi-Mission Command & Control via 'huntsville al', Location match (partial): Huntsville, Alabama -> Next Generation Interceptor via 'huntsville al', Location match (partial): Huntsville, Alabama -> NGI – Next Generation Interceptor via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 (Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 Missile Family (Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 Missile Segment Enhancement (Deep Detail Variant) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 MSE (Deep Detail Variant; Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Sentinel / GBSD via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army AvMC Enterprise IT Support Services via 'redstone arsenal / huntsville al', Location match (exact): Huntsville, Alabama -> Command & Control, Battle Mgmt & Comms (MDA) – Secondary Row via 'huntsville', Location match (exact): Huntsville, Alabama -> EDIS – Engineering, Development, Integration & Sustainment via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD (AFNWC Hill AFB Variant) via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD (LGM-35A) via 'huntsville', Location match (partial): Huntsville, Alabama -> Command & Control, Battle Mgmt & Comms via 'huntsville / schriever', Location match (partial): Huntsville, Alabama -> Command and Control, Battle Management, Communications via 'huntsville al (indicative)', Location match (partial): Huntsville, Alabama -> MDA Tactical Embedded Systems via 'redstone arsenal, huntsville al', Location match (partial): Huntsville, Alabama -> Poland WISŁA – Patriot + IBCS Foreign Military Sales via 'huntsville al labs', Location match (partial): Huntsville, Alabama -> JRSS - Joint Regional Security Stacks via 'montgomery, alabama', Location match (partial): Huntsville, Alabama -> NJRSS - Navy Joint Regional Security Stacks via 'montgomery, alabama', Location match (exact): Huntsville, Alabama -> Counter-UAS Program via 'huntsville, alabama'",unknown,https://insightglobal.com/jobs/find_a_job/alabama/huntsville/ts-sci-senior-survivability-engineer/job-460481/,,2026-01-13T00:31:29.955008
,,,,,,,,,,,,,,MHS GENESIS (DHMSM),20%,inferred,54,🟡 Warm,"Location match (exact): Jbsa Lackland, Texas -> MHS GENESIS (DHMSM) via 'san antonio', Location match (exact): Jbsa Lackland, Texas -> NTT Applications & BPS Support via 'texas'",unknown,https://insightglobal.com/jobs/find_a_job/texas/jbsa-lackland/ts-sci-network-administrator-iii-wan-afternoon-/job-449170/,,2026-01-13T00:31:29.955048
,,,,,,,,,,,,,,EVMS - Earned Value Management Systems,15%,inferred,53,🟡 Warm,"Location match (partial): Hunter Mill, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/hunter-mill/ts-sci-ci-poly-sr-consultant-openshift-rhel/job-474126/,,2026-01-13T00:31:29.955088
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/maryland/hanover/ts-sci-poly-cleared-linux-admin-test-engineer/job-471207/,,2026-01-13T00:31:29.955127
,,,,,,,,,,,,,,JRSS - Joint Regional Security Stacks,20%,inferred,54,🟡 Warm,"Location match (partial): Montgomery, Alabama -> DISA Global Service Mgmt – Ops II via 'montgomery al', Location match (exact): Montgomery, Alabama -> JRSS - Joint Regional Security Stacks via 'montgomery, alabama', Location match (exact): Montgomery, Alabama -> NJRSS - Navy Joint Regional Security Stacks via 'montgomery, alabama', Location match (partial): Montgomery, Alabama -> Counter-UAS Program via 'huntsville, alabama'",unknown,https://insightglobal.com/jobs/find_a_job/alabama/montgomery/ts-sci-security-engineer-iii-boundary-njrss-days-/job-425553/,,2026-01-13T00:31:29.955166
,,,,,,,,,,,,,,JRSS - Joint Regional Security Stacks,20%,inferred,54,🟡 Warm,"Location match (partial): Montgomery, Alabama -> DISA Global Service Mgmt – Ops II via 'montgomery al', Location match (exact): Montgomery, Alabama -> JRSS - Joint Regional Security Stacks via 'montgomery, alabama', Location match (exact): Montgomery, Alabama -> NJRSS - Navy Joint Regional Security Stacks via 'montgomery, alabama', Location match (partial): Montgomery, Alabama -> Counter-UAS Program via 'huntsville, alabama'",unknown,https://insightglobal.com/jobs/find_a_job/alabama/montgomery/ts-sci-information-systems-security-officer-isso-/job-477870/,,2026-01-13T00:31:29.955206
,,,,,,,,,,,,,,EVMS - Earned Value Management Systems,15%,inferred,53,🟡 Warm,"Location match (partial): Alexandria, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/alexandria/ts-sci-comply-to-connect-endpoint-policy-analyst/job-447457/,,2026-01-13T00:31:29.955256
,,,,,,,,,,,,,,Navy DCGS-N,20%,inferred,62,🟡 Warm,"Location match: Suffolk -> Navy DCGS-N, Location match (partial): Suffolk, Virginia -> Global Command and Control System – Joint (Variant) via 'suffolk va', Location match (partial): Suffolk, Virginia -> Joint Staff J7 Support via 'suffolk va', Location match (partial): Suffolk, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/suffolk/ts-rmf-lead/job-477179/,,2026-01-13T00:31:29.955295
,,,,,,,,,,,,,,Army DCGS-A,20%,inferred,62,🟡 Warm,Location match: Aberdeen -> Army DCGS-A,unknown,https://insightglobal.com/jobs/find_a_job/maryland/aberdeen-proving-ground/ts-reverse-engineer/job-446539/,,2026-01-13T00:31:29.955340
,,,,,,,,,,,,,,NRO/IC Programs,20%,inferred,54,🟡 Warm,"Location match: Chantilly -> NRO/IC Programs, Location match (partial): Chantilly, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/chantilly/linux-systems-engineer-ts-/job-448756/,,2026-01-13T00:31:29.955380
,,,,,,,,,,,,,,AF DCGS - Langley,20%,inferred,69,🟡 Warm,"Location match: Hampton -> AF DCGS - Langley, Location match (partial): Hampton, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/hampton/ts-iw-policy-and-strategy-analyst/job-477760/,,2026-01-13T00:31:29.955418
,,,,,,,,,,,,,,EVMS - Earned Value Management Systems,15%,inferred,53,🟡 Warm,"Location match (partial): Alexandria, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/alexandria/ts-sd-wan-network-architect/job-435377/,,2026-01-13T00:31:29.955454
,,,,,,,,,,,,,,AF TENCAP – 53rd EW Group / HOPE 2.0 & Test Integration Support,15%,inferred,53,🟡 Warm,"Location match (partial): Broomfield, Colorado -> AF TENCAP – 53rd EW Group / HOPE 2.0 & Test Integration Support via 'colorado springs co (af tencap core)', Location match (partial): Broomfield, Colorado -> Air Force Cyber Operations / Platform One + Cyber/DevSecOps Portfolio via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Air Force Platform One / DevSecOps Initiative via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Basic Ordering Agreement – Surge Staffing via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Basic Ordering Agreement (NG Staff Augmentation) via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Basic Ordering Agreement Support (Northrop Surge) via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Blanket Order Agreement – Staff Augmentation via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Blanket Ordering Agreement via 'colorado springs co', Location match (partial): Broomfield, Colorado -> BOA (General Staff Augmentation) via 'colorado springs co', Location match (partial): Broomfield, Colorado -> BOA (Northrop Surge) via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Business Operations & Analytics via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Command and Control, Battle Management & Communications (MDA) via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Command and Control, Battle Management, Communications via 'colorado springs co', Location match (partial): Broomfield, Colorado -> HOPE 2.0 (TENCAP Prototype Engineering) via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Integrated Situational Awareness / Cyber Program via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Integrated Situational Awareness Environment via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Integrated Situational Awareness Tool Environment via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Integrated Situational Awareness Tool Environment (Intel Cyber) via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Intelligence Systems Infrastructure Tools & Enhancements via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Joint Tactical Ground Station via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Joint Tactical Ground Stations via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Multi-Mission Command & Control via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Next-Gen OPIR (Ground + Payload) via 'colorado springs co', Location match (partial): Broomfield, Colorado -> STRATCOM Mission Readiness via 'colorado springs co', Location match (partial): Broomfield, Colorado -> SMORS – STRATCOM Mission Readiness Sustainment via 'colorado springs co', Location match (partial): Broomfield, Colorado -> Basic Ordering Agreement (NG BOA) via 'colorado springs, co', Location match (partial): Broomfield, Colorado -> C2BMC (Command & Control, Battle Mgmt, Comms) via 'colorado springs', Location match (partial): Broomfield, Colorado -> Command & Control, Battle Mgmt & Comms (MDA) – Secondary Row via 'colorado springs', Location match (partial): Broomfield, Colorado -> Defense Satellite Communications Modernization via 'colorado springs', Location match (partial): Broomfield, Colorado -> EDIS – Engineering, Development, Integration & Sustainment via 'colorado springs', Location match (partial): Broomfield, Colorado -> Engineering Development & Integration Support via 'colorado springs', Location match (partial): Broomfield, Colorado -> Ground Based Strategic Deterrent / Sentinel via 'colorado springs', Location match (partial): Broomfield, Colorado -> Joint Tactical Ground Station Early Warning via 'colorado springs', Location match (partial): Broomfield, Colorado -> Joint Tactical Ground Station System via 'colorado springs', Location match (partial): Broomfield, Colorado -> Next-Generation Overhead Persistent Infrared via 'colorado springs', Location match (partial): Broomfield, Colorado -> NGOPIR / NGG / NGOPIR (already normalized — link row) via 'colorado springs', Location match (partial): Broomfield, Colorado -> STRATCOM Mission Readiness Support via 'colorado springs', Location match (partial): Broomfield, Colorado -> GPS Next-Gen Operational Control System via 'colorado springs co (schriever sfb)', Location match (partial): Broomfield, Colorado -> Protected Satcom & Tactical Waveform Communications via 'colorado springs (indicative)', Location match (partial): Broomfield, Colorado -> SPICE (Space Payload Integration & Cyber Eng) via 'la / colorado'",unknown,https://insightglobal.com/jobs/find_a_job/colorado/broomfield/embedded-software-engineer/job-239458/,,2026-01-13T00:31:29.955516
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/south-carolina/summerville/engineering-manager/job-478018/,,2026-01-13T00:31:29.955557
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/pennsylvania/state-college/software-engineer-java-ai-ml-developer/job-473015/,,2026-01-13T00:31:29.955598
,,,,,,,,,,,,,,Army IT Enterprise Mgmt Systems Solution,15%,inferred,53,🟡 Warm,"Location match (partial): Arlington, Virginia -> Army IT Enterprise Mgmt Systems Solution via 'arlington va', Location match (partial): Arlington, Virginia -> DoD JSP (Joint Service Provider) Pentagon IT & ICAM via 'pentagon arlington va', Location match (partial): Arlington, Virginia -> CANES - Consolidated Afloat Network Enterprise Services via 'norfolk va, sully va, mount vernon va, aiea hi, arlington va', Location match (partial): Arlington, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/arlington/data-analyst-support/job-470387/,,2026-01-13T00:31:29.955635
