"Type","FullName","Length","LastWriteTime"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\vendor\Top_100_Contractors_Report_Fiscal_Year_2016.xls","574464","1/19/2026 2:05:12 PM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\footing\Top_100_Contractors_Report_Fiscal_Year_2016.xls","574464","1/19/2026 2:05:01 PM"
"EXCEL","C:\N8N Builder\data\reference\Lookup-Tables\dictionary\PSC April 2022.xlsx","567284","1/19/2026 2:15:26 PM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\dictionary\PSC April 2022.xlsx","567284","1/19/2026 2:04:58 PM"
"EXCEL","C:\N8N Builder\data\reference\Lookup-Tables\dictionary\PSC April 2025.xlsx","559222","1/19/2026 2:15:26 PM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\dictionary\PSC April 2025.xlsx","559222","1/19/2026 2:04:58 PM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\footing\Top_100_Contractors_Report_Fiscal_Year_2010.xls","549888","1/19/2026 2:05:01 PM"
"EXCEL","C:\N8N Builder\data\reference\Lookup-Tables\footing\Top_100_Contractors_Report_Fiscal_Year_2010.xls","549888","1/19/2026 2:15:29 PM"
"JSON","C:\N8N Builder\external\akshayakula-OpenSAM\package-lock.json","546711","1/19/2026 11:35:10 PM"
"EXCEL","C:\N8N Builder\data\reference\Lookup-Tables\footing\Top_100_Contractors_Report_Fiscal_Year_2007.xls","540672","1/19/2026 2:15:29 PM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\footing\Top_100_Contractors_Report_Fiscal_Year_2007.xls","540672","1/19/2026 2:05:01 PM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\footing\Top_100_Contractors_Report_Fiscal_Year_2015.xls","540160","1/19/2026 2:05:01 PM"
"EXCEL","C:\N8N Builder\data\reference\Lookup-Tables\footing\Top_100_Contractors_Report_Fiscal_Year_2015.xls","540160","1/19/2026 2:15:29 PM"
"CSV","C:\N8N Builder\external\usaspending-api\usaspending_api\references\management\commands\psc_codes.csv","536078","1/21/2026 10:03:04 AM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\footing\Top_100_Contractors_Report_Fiscal_Year_2013.xls","535040","1/19/2026 2:05:01 PM"
"EXCEL","C:\N8N Builder\data\reference\Lookup-Tables\footing\Top_100_Contractors_Report_Fiscal_Year_2013.xls","535040","1/19/2026 2:15:29 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts_Enriched\Leidos_Contacts_Enriched.csv","530926","1/23/2026 8:32:14 PM"
"CSV","C:\N8N Builder\output\intelligence\bullhorn\recommendations\contact_scores.csv","501809","1/21/2026 10:01:53 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\typescript\lib\ru\diagnosticMessages.generated.json","443587","1/16/2026 3:31:36 PM"
"JSON","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\typescript\lib\ru\diagnosticMessages.generated.json","443587","1/25/2026 9:20:04 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\style\Lookup_Coloration.csv","432815","1/19/2026 2:05:12 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\style\Lookup_Coloration.csv","432815","1/19/2026 2:15:42 PM"
"CSV","C:\N8N Builder\output\intelligence\bullhorn\notes_deep_analysis\no_traction_details.csv","413815","1/22/2026 5:28:26 PM"
"CSV","C:\N8N Builder\output\bd_databases\db2_subawards_tango.csv","411460","1/21/2026 1:30:06 AM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts\Leidos_Contacts.csv","407724","1/23/2026 1:44:06 PM"
"EXCEL","C:\N8N Builder\data\bullhorn\exports\E23738C7-E00F-D3A1-941BE9130D5D4DD0.XLS","390656","1/21/2026 3:45:37 PM"
"EXCEL","C:\N8N Builder\data\bullhorn\exports\E23738C7-E00F-D3A1-941BE9130D5D4DD0 (1).XLS","390656","1/21/2026 3:45:36 PM"
"CSV","C:\N8N Builder\output\bd_databases\categorized\tier1_high_priority_targets.csv","388933","1/21/2026 1:31:50 AM"
"EXCEL","C:\N8N Builder\data\bullhorn\exports\E234EDF1-F0DB-7F78-078D94B4BF41DEC8.XLS","387584","1/21/2026 3:45:37 PM"
"EXCEL","C:\N8N Builder\data\bullhorn\exports\E234EDF1-F0DB-7F78-078D94B4BF41DEC8 (1).XLS","387584","1/21/2026 3:45:36 PM"
"CSV","C:\N8N Builder\output\intelligence\bullhorn\hiring_signals.csv","384297","1/21/2026 4:52:06 PM"
"EXCEL","C:\N8N Builder\data\bullhorn\exports\E2316969-DF87-02B7-68367B55302462BB.XLS","382464","1/21/2026 3:45:37 PM"
"EXCEL","C:\N8N Builder\data\bullhorn\exports\Placement Activity Report.XLS","382464","1/21/2026 3:45:37 PM"
"JSON","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\typescript\lib\ja\diagnosticMessages.generated.json","381398","1/25/2026 9:20:04 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\typescript\lib\ja\diagnosticMessages.generated.json","381398","1/16/2026 3:31:35 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts_Enriched\Microsoft_Contacts_Enriched.csv","361179","1/23/2026 8:32:15 PM"
"CSV","C:\N8N Builder\output\bd_databases\db3_dod_it_opportunities.csv","360024","1/21/2026 1:22:30 AM"
"JSON","C:\N8N Builder\output\intelligence\bullhorn\programs_full.json","358588","1/21/2026 4:52:06 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts_Enriched\Lockheed_Martin_Contacts_Enriched.csv","355671","1/23/2026 8:32:14 PM"
"EXCEL","C:\N8N Builder\data\reference\Lookup-Tables\dictionary\Category Alignment October 2020.xlsx","354089","1/19/2026 2:15:25 PM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\dictionary\Category Alignment October 2020.xlsx","354089","1/19/2026 2:04:56 PM"
"CSV","C:\N8N Builder\output\bd_databases\categorized\high_subcontract_activity.csv","353414","1/21/2026 1:31:50 AM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\typescript\lib\ko\diagnosticMessages.generated.json","346139","1/16/2026 3:31:35 PM"
"JSON","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\typescript\lib\ko\diagnosticMessages.generated.json","346139","1/25/2026 9:20:04 PM"
"JSON","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\typescript\lib\fr\diagnosticMessages.generated.json","346016","1/25/2026 9:20:03 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\typescript\lib\fr\diagnosticMessages.generated.json","346016","1/16/2026 3:31:34 PM"
"JSON","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\typescript\lib\de\diagnosticMessages.generated.json","344426","1/25/2026 9:20:03 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\typescript\lib\de\diagnosticMessages.generated.json","344426","1/16/2026 3:31:34 PM"
"JSON","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\typescript\lib\pl\diagnosticMessages.generated.json","342111","1/25/2026 9:20:04 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\typescript\lib\pl\diagnosticMessages.generated.json","342111","1/16/2026 3:31:36 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\typescript\lib\es\diagnosticMessages.generated.json","340054","1/16/2026 3:31:34 PM"
"JSON","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\typescript\lib\es\diagnosticMessages.generated.json","340054","1/25/2026 9:20:03 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\typescript\lib\it\diagnosticMessages.generated.json","339409","1/16/2026 3:31:35 PM"
"JSON","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\typescript\lib\it\diagnosticMessages.generated.json","339409","1/25/2026 9:20:03 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts_Enriched\SAIC_Contacts_Enriched.csv","333159","1/23/2026 8:32:15 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\typescript\lib\tr\diagnosticMessages.generated.json","330684","1/16/2026 3:31:36 PM"
"JSON","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\typescript\lib\tr\diagnosticMessages.generated.json","330684","1/25/2026 9:20:04 PM"
"JSON","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\typescript\lib\pt-br\diagnosticMessages.generated.json","330482","1/25/2026 9:20:04 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\typescript\lib\pt-br\diagnosticMessages.generated.json","330482","1/16/2026 3:31:36 PM"
"EXCEL","C:\N8N Builder\output\BD_Call_List_VERIFIED_EMAILS_2026-01-26.xlsx","323432","1/26/2026 7:04:27 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts_Enriched\AWS_Contacts_Enriched.csv","321308","1/23/2026 8:32:14 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\typescript\lib\cs\diagnosticMessages.generated.json","320453","1/16/2026 3:31:34 PM"
"JSON","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\typescript\lib\cs\diagnosticMessages.generated.json","320453","1/25/2026 9:20:03 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Lockheed ContactAll.csv","317290","1/11/2026 8:56:42 PM"
"CSV","C:\N8N Builder\output\bd_databases\db6_bd_targets_priority.csv","313757","1/21/2026 1:26:19 AM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts\Microsoft_Contacts.csv","313386","1/23/2026 1:44:07 PM"
"CSV","C:\N8N Builder\data\program_notion_export_databases\Federal Programs MASTER ENRICHED.csv","300996","1/22/2026 11:14:30 AM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\typescript\lib\zh-cn\diagnosticMessages.generated.json","295909","1/16/2026 3:31:36 PM"
"JSON","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\typescript\lib\zh-cn\diagnosticMessages.generated.json","295909","1/25/2026 9:20:04 PM"
"JSON","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\typescript\lib\zh-tw\diagnosticMessages.generated.json","292532","1/25/2026 9:20:04 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\typescript\lib\zh-tw\diagnosticMessages.generated.json","292532","1/16/2026 3:31:37 PM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\footing\Top_100_Contractors_Report_Fiscal_Year_2006.xls","288256","1/19/2026 2:05:01 PM"
"EXCEL","C:\N8N Builder\data\reference\Lookup-Tables\footing\Top_100_Contractors_Report_Fiscal_Year_2006.xls","288256","1/19/2026 2:15:29 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts_Enriched\Northrop_Grumman_Contacts_Enriched.csv","288218","1/23/2026 8:32:14 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts\AWS_Contacts.csv","268095","1/23/2026 1:44:07 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts_Enriched\Peraton_Contacts_Enriched.csv","266317","1/23/2026 8:32:15 PM"
"CSV","C:\N8N Builder\output\bd_databases\categorized\size_large_500m_1b.csv","263537","1/21/2026 1:31:50 AM"
"CSV","C:\N8N Builder\data\contacts_databases\GDIT_Other_Contacts.csv","263162","1/11/2026 8:56:42 PM"
"CSV","C:\N8N Builder\data\contacts_databases\GDIT Other ContactsAll.csv","263162","1/11/2026 8:56:42 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts\Lockheed_Martin_Contacts.csv","262260","1/23/2026 1:44:06 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts_Enriched\Boeing_Contacts_Enriched.csv","250365","1/23/2026 8:32:15 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts\SAIC_Contacts.csv","246158","1/23/2026 1:44:07 PM"
"EXCEL","C:\N8N Builder\data\reference\Lookup-Tables\conflict\raw - ucdp-191.xlsx","244060","1/19/2026 2:15:24 PM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\conflict\raw - ucdp-191.xlsx","244060","1/19/2026 2:04:56 PM"
"JSON","C:\N8N Builder\external\usaspending-api\usaspending_api\etl\tests\etl_test_data.json","241843","1/21/2026 10:03:03 AM"
"EXCEL","C:\N8N Builder\external\usaspending-api\usaspending_api\references\tests\data\psc_test_data.xlsx","241536","1/21/2026 10:03:04 AM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts_Enriched\Raytheon_Contacts_Enriched.csv","239251","1/23/2026 8:32:15 PM"
"JSON","C:\N8N Builder\external\ataddesse-govConDiscovery\gov-con-search-react\package-lock.json","237070","1/19/2026 11:35:35 PM"
"EXCEL","C:\N8N Builder\data\reference\Lookup-Tables\output\Archives\2023-09-06 FPDSstage2.xlsx","236734","1/19/2026 2:15:33 PM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\output\Archives\2023-09-06 FPDSstage2.xlsx","236734","1/19/2026 2:05:05 PM"
"EXCEL","C:\N8N Builder\data\bullhorn\exports\E249BAF0-DAE4-4090-99850CEBA3BE37E1.XLS","235008","1/21/2026 3:45:36 PM"
"CSV","C:\N8N Builder\output\unmatched_budget_programs.csv","232335","1/16/2026 3:57:41 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\office\ContractingOfficeCode.csv","225614","1/19/2026 2:15:32 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\office\ContractingOfficeCode.csv","225614","1/19/2026 2:05:04 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\economic\Lookup_PrincipalNAICScode.csv","225328","1/19/2026 2:04:58 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\economic\Lookup_PrincipalNAICScode.csv","225328","1/19/2026 2:15:26 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts\Northrop_Grumman_Contacts.csv","225054","1/23/2026 1:44:07 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts\Boeing_Contacts.csv","215708","1/23/2026 1:44:07 PM"
"CSV","C:\N8N Builder\output\intelligence\bullhorn\jobs_database.csv","208018","1/21/2026 5:03:46 PM"
"JSON","C:\N8N Builder\.auto-claude\roadmap\project_index.json","206907","1/29/2026 9:17:04 AM"
"CSV","C:\N8N Builder\data\contacts_databases\DCGS Contact Sorted.csv","206750","1/11/2026 8:56:42 PM"
"CSV","C:\N8N Builder\data\contacts_databases\DCGS Contact SortedAll.csv","206750","1/11/2026 8:56:42 PM"
"JSON","C:\N8N Builder\output\intelligence\bullhorn\advanced_tools\contact_network_full.json","205589","1/21/2026 10:44:12 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts\Peraton_Contacts.csv","204456","1/23/2026 1:44:07 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts_Enriched\Palantir_Contacts_Enriched.csv","203878","1/23/2026 8:32:15 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\accepts\node_modules\mime-db\db.json","203840","1/16/2026 3:15:03 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\express\node_modules\mime-db\db.json","203840","1/16/2026 3:15:03 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\send\node_modules\mime-db\db.json","203840","1/16/2026 3:15:03 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\type-is\node_modules\mime-db\db.json","203840","1/16/2026 3:15:03 PM"
"CSV","C:\N8N Builder\output\intelligence\bullhorn\notes_deep_analysis\hiring_manager_activity.csv","199896","1/22/2026 5:27:03 PM"
"CSV","C:\N8N Builder\output\bd_databases\categorized\size_medium_100m_500m.csv","197004","1/21/2026 1:31:50 AM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\PrincipalNaicsCode.csv","196842","1/19/2026 2:04:55 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\PrincipalNaicsCode.csv","196842","1/19/2026 2:15:23 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts\Raytheon_Contacts.csv","196257","1/23/2026 1:44:07 PM"
"CSV","C:\N8N Builder\data\federal\contracts\Contract_N0001920C0032_TransactionHistory_1.csv","196184","1/21/2026 11:00:05 AM"
"CSV","C:\N8N Builder\output\bd_databases\categorized\size_billion_1b_5b.csv","194866","1/21/2026 1:31:50 AM"
"JSON","C:\N8N Builder\external\capture-mcp-server\package-lock.json","191648","1/16/2026 3:32:01 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\.package-lock.json","190373","1/16/2026 3:32:03 PM"
"CSV","C:\N8N Builder\output\bd_databases\categorized\tier3_standard_targets.csv","189439","1/21/2026 1:31:50 AM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\mime-db\db.json","185882","1/16/2026 3:15:03 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\productorservice\PSCAtransition.csv","184280","1/19/2026 2:05:11 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\productorservice\PSCAtransition.csv","184280","1/19/2026 2:15:39 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts\Palantir_Contacts.csv","180094","1/23/2026 1:44:07 PM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\output\Archives\2023-03-22 Import of 2022 data.xlsx","176981","1/19/2026 2:05:05 PM"
"EXCEL","C:\N8N Builder\data\reference\Lookup-Tables\output\Archives\2023-03-22 Import of 2022 data.xlsx","176981","1/19/2026 2:15:33 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\project\SystemEquipmentCodeToProjectIDhistory.csv","175292","1/19/2026 2:15:39 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\project\SystemEquipmentCodeToProjectIDhistory.csv","175292","1/19/2026 2:05:11 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\Agency_AgencyID.csv","174518","1/19/2026 2:04:54 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\Agency_AgencyID.csv","174518","1/19/2026 2:15:22 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Lockheed Contact.csv","171343","1/11/2026 8:56:42 PM"
"CSV","C:\N8N Builder\data\federal\Federal Programs FULLY ENRICHED.csv","169486","1/19/2026 2:33:28 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts_Enriched\Deloitte_Contacts_Enriched.csv","169141","1/23/2026 8:32:15 PM"
"CSV","C:\N8N Builder\output\intelligence\bullhorn\recommendations\next_best_actions.csv","165319","1/21/2026 10:01:53 PM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\output\Archives\2022-04-21 CAU discrepencies.xlsx","164052","1/19/2026 2:05:04 PM"
"EXCEL","C:\N8N Builder\data\reference\Lookup-Tables\output\Archives\2022-04-21 CAU discrepencies.xlsx","164052","1/19/2026 2:15:33 PM"
"CSV","C:\N8N Builder\data\federal\Federal Programs ACTIVE ENRICHED V4 TANGO.csv","160355","1/20/2026 8:01:28 AM"
"CSV","C:\N8N Builder\data\federal\Federal Programs TANGO ENRICHED.csv","158421","1/19/2026 9:55:44 PM"
"CSV","C:\N8N Builder\data\program_notion_export_databases\Federal Programs TANGO ENRICHED.csv","158333","1/19/2026 3:18:46 PM"
"JSON","C:\N8N Builder\output\intelligence\bullhorn\deep_analysis\competitor_intelligence_full.json","157640","1/21/2026 9:57:48 PM"
"MARKDOWN","C:\N8N Builder\New Enhancements\Week3_Batch3_Enhancement_Prompts_CUSTOMIZED.md","156875","1/29/2026 2:30:29 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\infrastructure\package-lock.json","154284","1/16/2026 3:06:08 PM"
"JSON","C:\N8N Builder\data\cache\tango_cache.json","153259","1/19/2026 3:18:46 PM"
"EXCEL","C:\N8N Builder\external\usaspending-api\usaspending_api\data\Data_Dictionary_Crosswalk.xlsx","148539","1/21/2026 10:03:01 AM"
"JSON","C:\N8N Builder\output\intelligence\bullhorn\meeting_prep\all_prep_sheets.json","143623","1/21/2026 10:44:13 PM"
"JSON","C:\N8N Builder\external\Apify Puppeteer Scraper\dataset_puppeteer-scraper_2026-01-19_13-25-19-708.json","143507","1/22/2026 1:48:32 PM"
"EXCEL","C:\N8N Builder\data\reference\Lookup-Tables\output\Postgres_match_count.xlsx","142131","1/19/2026 2:15:39 PM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\output\Postgres_match_count.xlsx","142131","1/19/2026 2:05:11 PM"
"CSV","C:\N8N Builder\data\federal\Federal Programs COMPLETE ENRICHED.csv","138904","1/19/2026 2:12:39 PM"
"CSV","C:\N8N Builder\data\federal\Federal Programs ACTIVE ENRICHED V2.csv","137746","1/19/2026 3:05:55 PM"
"EXCEL","C:\N8N Builder\data\reference\SAM_MASTER_EXTRACT_MAPPING_Feb2025.xlsx","135942","1/19/2026 2:35:52 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts\Deloitte_Contacts.csv","134238","1/23/2026 1:44:07 PM"
"CSV","C:\N8N Builder\output\Federal_Programs_Enriched.csv","131974","1/16/2026 3:59:31 PM"
"CSV","C:\N8N Builder\data\federal\Federal Programs ACTIVE ENRICHED ENHANCED.csv","131811","1/19/2026 12:13:55 PM"
"JSON","C:\N8N Builder\external\usaspending-api\usaspending_api\references\fixtures\reference_fixture.json","130545","1/21/2026 10:03:04 AM"
"CSV","C:\N8N Builder\data\program_notion_export_databases\Federal ProgramsAll.csv","130409","1/11/2026 8:56:42 PM"
"CSV","C:\N8N Builder\data\program_notion_export_databases\Programs_KBAll.csv","130409","1/11/2026 8:56:42 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\economic\hts10.csv","128677","1/19/2026 2:05:00 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\economic\hts10.csv","128677","1/19/2026 2:15:28 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts_Enriched\Booz_Allen_Hamilton_Contacts_Enriched.csv","128136","1/23/2026 8:32:15 PM"
"CSV","C:\N8N Builder\external\usaspending-api\usaspending_api\references\tests\data\census_2020_population_county.csv","125872","1/21/2026 10:03:04 AM"
"EXCEL","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\project\DoD_Acquisition_Codes.xls","124928","1/19/2026 2:05:11 PM"
"EXCEL","C:\N8N Builder\data\reference\Lookup-Tables\project\DoD_Acquisition_Codes.xls","124928","1/19/2026 2:15:39 PM"
"CSV","C:\N8N Builder\output\exports\contact_search_list.csv","124013","1/19/2026 9:55:32 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Contact_Search_List_MASTER.csv","124013","1/19/2026 6:42:03 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\express\History.md","122540","1/16/2026 3:15:18 PM"
"CSV","C:\N8N Builder\data\program_notion_export_databases\Federal Programs_BACKUP_20260119_1841.csv","119232","1/19/2026 6:41:17 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\ImportAids\ETL_ForeignKeyList.csv","115487","1/19/2026 2:15:23 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\ImportAids\ETL_ForeignKeyList.csv","115487","1/19/2026 2:04:55 PM"
