program_name,full_name,agency,piid,recipient_name,award_amount,description,start_date,end_date,awarding_agency,awarding_sub_agency,source,urgency
STRATCOM,Strategic Command,DoD,FA238125FB007,"BLACK RIVER SYSTEMS COMPANY, INC.",4164558.09,"THE PURPOSE OF THIS ACQUISITION IS TO PROCURE NINJA GEN2 AT 4 USAF SITES: THE THREE CONUS SITES ARE STRATCOM (MALSTROM, KIRTLAND, BARKSDALE) AND THE OCONUS SITE IS EARECKSON AIR FIELD.",2025-05-22,2026-12-01,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
B-21,B-21 Raider Bomber,DoD,W9128F24C0014,"CONTI FEDERAL SERVICES, LLC",66554948.0,"CONSTRUCT B-21 FUEL SYSTEM MAINT. DOCK, CONSTRUCTION DESIGN-BUILD ELLSWORTH AFB, SD",2024-04-18,2026-12-07,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
GBSD,Ground Based Strategic Deterrent,DoD,W912PL23C0017,KORTE CONSTRUCTION COMPANY,123271586.86,GBSD CMF,2023-09-26,2026-12-11,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
NSA,National Security Agency,DoD,W900KK25FA154,"COLE ENGINEERING SERVICES, INC.",3089138.0,"THE CONTRACTOR SHALL UPDATE, DELIVER AND INSTALL SYSTEM CHARLIE AT THE NATIONAL SECURITY AGENCY AT FT MEADE, MD AND PROVIDE FIVE YEARS OF SUSTAINMENT SUPPORT.",2025-12-17,2026-12-16,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
NSA,National Security Agency,DoD,HC102119FA008,ARTEL LLC,57015000.0,"GNAR000008EBM - START 10GB LEASE BETWEEN NSA, BAHRAIN TO CAMP LEMONIER, DJIBO-UTI",2019-04-25,2026-12-20,Department of Defense,Defense Information Systems Agency,USAspending,MEDIUM - 1 year
CYBERCOM,Cyber Command,DoD,W15P7T24F0013,BOOZ ALLEN HAMILTON INC,20546213.52,"TASK ORDER AWARD IN SUPPORT OF RS3-22-0025, UNITED STATES CYBER COMMAND, J0 - SPECIAL STAFF, J1 - PERSONNEL AND MANPOWER, AND J9 - ACQUISITION & TECHNOLOGY DIRECTORATES.",2023-12-22,2026-12-21,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
EAGLE,Enterprise Acquisition Gateway for Leading Edge Solutions,DHS,FA863421C2702,THE BOEING COMPANY,911290873.48,F-15 EAGLE PASSIVE/ACTIVE WARNING & SURVIVABILITY SYSTEM (EPAWSS) LOW RATE ININITIAL PRODUCTION (LRIP),2020-12-16,2026-12-31,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
EAGLE,Enterprise Acquisition Gateway for Leading Edge Solutions,DHS,FA863417C2650,THE BOEING COMPANY,782544027.89,ACAT I F-15 AIRCRAFT ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) FOR THE INTEGRATED ELECTRONIC WARFARE SUITE A.K.A EAGLE PASSIVE ACTIVE WARNING SURVIVABILITY SYSTEM (EPAWSS),2016-11-03,2026-12-31,Department of Defense,Department of the Air Force,USAspending,MEDIUM - 1 year
DISA,Defense Information Systems Agency,DoD,36C10X26N0032,QTC MEDICAL SERVICES INC,754312385.78,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
DISA,Defense Information Systems Agency,DoD,36C10X26N0040,LOYAL SOURCE GOVERNMENT SERVICES LLC,754312385.78,MEDICAL DISABILITY EXAMINATIONS - TO FY26 FUNDING,2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
DISA,Defense Information Systems Agency,DoD,36C10X26N0044,"OPTUMSERVE HEALTH SERVICES, INC.",714081758.33,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
DISA,Defense Information Systems Agency,DoD,36C10X26N0036,"VETERANS EVALUATION SERVICES, INC",566164541.23,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
DISA,Defense Information Systems Agency,DoD,36C10X26N0033,QTC MEDICAL SERVICES INC,392676748.18,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
DISA,Defense Information Systems Agency,DoD,36C10X26N0041,LOYAL SOURCE GOVERNMENT SERVICES LLC,392676748.18,MEDICAL DISABILITY EXAMINATIONS - TO FY26 FUNDING,2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
DISA,Defense Information Systems Agency,DoD,36C10X26N0037,"VETERANS EVALUATION SERVICES, INC",388506331.46,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
DISA,Defense Information Systems Agency,DoD,36C10X26N0043,"OPTUMSERVE HEALTH SERVICES, INC.",362240798.52,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
DISA,Defense Information Systems Agency,DoD,36C10X26N0045,"OPTUMSERVE HEALTH SERVICES, INC.",356623261.54,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
Alliant,Alliant 2 GWAC,GSA,N0001919C0049,ALLIANT TECHSYSTEMS OPERATIONS LLC,351258060.84,AGM-88E AARGM ALL UP ROUND (AUR),2019-07-29,2026-12-31,Department of Defense,Department of the Navy,USAspending,MEDIUM - 1 year
DISA,Defense Information Systems Agency,DoD,36C10X26N0031,QTC MEDICAL SERVICES INC,348691285.48,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
DISA,Defense Information Systems Agency,DoD,36C10X26N0021,LOYAL SOURCE GOVERNMENT SERVICES LLC,348691285.48,MEDICAL DISABILITY EXAMINATIONS - TO FY26 FUNDING,2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
DISA,Defense Information Systems Agency,DoD,36C10X26N0035,"VETERANS EVALUATION SERVICES, INC",306914738.33,"OPTION 1 TASK ORDER (JANUARY 1, 2026 - DECEMBER 31, 2026) FOR DEPARTMENT OF VETERANS AFFAIRS (VA) VETERANS BENEFITS ADMINISTRATION (VBA) MEDICAL DISABILITY EXAMINATION OFFICE (MDEO)""",2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
DISA,Defense Information Systems Agency,DoD,36C10X26N0034,QTC MEDICAL SERVICES INC,272017423.25,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
DISA,Defense Information Systems Agency,DoD,36C10X26N0042,LOYAL SOURCE GOVERNMENT SERVICES LLC,272017423.25,MEDICAL DISABILITY EXAMINATIONS - TO FY26 FUNDING,2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
DISA,Defense Information Systems Agency,DoD,36C10X26N0038,"VETERANS EVALUATION SERVICES, INC",263061726.75,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
DISA,Defense Information Systems Agency,DoD,36C10X26N0046,"OPTUMSERVE HEALTH SERVICES, INC.",260174836.86,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,2026-01-01,2026-12-31,Department of Veterans Affairs,Department of Veterans Affairs,USAspending,MEDIUM - 1 year
F-35,Joint Strike Fighter Program,DoD,N0001919C0007,RTX CORPORATION,247614708.89,F-35 BLOCK 4 PROPULSION DEVELOPMENT FLIGHT TEST SUPPORT,2018-10-16,2026-12-31,Department of Defense,Department of the Navy,USAspending,MEDIUM - 1 year
NGA,National Geospatial-Intelligence Agency,DoD,70Z02326C93100001,GULFSTREAM AEROSPACE CORPORATION,183376457.22,PURCHASE OF TWO (2) FIXED-WING AIRCRAFT.,2025-10-17,2026-12-31,Department of Homeland Security,U.S. Coast Guard,USAspending,MEDIUM - 1 year
V-22,V-22 Osprey,DoD,N0038321F0U51,BELL BOEING JOINT PROJECT OFFICE,143206691.0,V-22 BELL UNPLANNED OUTFITTING/ALLOWANCE BUY,2021-04-13,2026-12-31,Department of Defense,Department of the Navy,USAspending,MEDIUM - 1 year
SOCOM,Special Operations Command,DoD,47QFSA22F0002,"AMENTUM TECHNOLOGY, INC.",35080584.85,MARINE CORPS FORCES SPECIAL OPERATIONS COMMAND MARFORSOC CONTRACTOR LOGISTICS SUPPORT CLS,2022-01-01,2026-12-31,General Services Administration,Federal Acquisition Service,USAspending,MEDIUM - 1 year
AFRICOM,Africa Command,DoD,H9241524F0071,"GLOBAL ENTERPRISE SOLUTIONS, INC.",15757593.0,2024-023 AFRICOM OPTION YEAR 1,2024-07-01,2026-12-31,Department of Defense,U.S. Special Operations Command,USAspending,MEDIUM - 1 year
AFRICOM,Africa Command,DoD,W900KK24C0001,"INVERIS TRAINING SOLUTIONS, INC",7892147.06,AFRICOM ENGAGEMENT SKILLS TRAINER II (ET II),2023-10-19,2026-12-31,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
B-21,B-21 Raider Bomber,DoD,W9128F23F0071,"BURNS & MCDONNELL ENGINEERING COMPANY, INC.",5673534.21,B-21 RENOVATE ALERT FACILITY B7430 PCR,2023-03-07,2026-12-31,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
B-21,B-21 Raider Bomber,DoD,W9128F23F0175,"BLAIR REMY MERRICK MP JOINT VENTURE, LLC",4214386.96,DESIGN B-21: ADAL FLT SIM. FAC. PHASE 2,2023-08-15,2026-12-31,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
B-21,B-21 Raider Bomber,DoD,W9128F23F0106,FSB - POND JOINT VENTURE,2498383.01,B-21: RENOVATE DOCK 81 DESIGN,2023-04-21,2026-12-31,Department of Defense,Department of the Army,USAspending,MEDIUM - 1 year
MQ-25,MQ-25 Stingray Tanker Drone,DoD,N6274224F0341,HELBER HASTERT & FEE PLANNERS INC,476421.0,FY24 MCAS IWAKUNI MQ-25 PROJECT DEVELOPMENT AND CONCEPT LAYOUT,2024-09-20,2026-12-31,Department of Defense,Department of the Navy,USAspending,MEDIUM - 1 year
