piid,description,obligated_amount,base_and_all_options,awarding_agency,recipient_name,naics,pop_end_date,pop_potential_end_date,pop_city,pop_state,extent_competed,estimated_recompete
N0002423F8401,MK 48 MOD 9 PROOF OF DESIGN DEVELOPMENT,0,0,,,541715,,,,,,
W31P4Q23FD002,U.S. ARMY COMBAT CAPABILITIES DEVELOPMENT COMMANDAVIATION AND MISSILE CENTERPROGRAMMATIC SUPPORT,0,0,,,541715,,,,,,
W56KGU23F0016,"RS3 CONTRACT UNDER W15P7T19D0206 ENTITLED, ""SOLDIER TACTICAL/EXPIDENTIARY POWER"" (STEP)",0,0,,,541715,,,,,,
HR001123C0087,LONGSHOT UNMANNED AIR VEHICLE - PHASE III,0,0,,,541715,,,,,,
HQ085623F0006,GROUND-BASED MIDCOURSE DEFENSE READINESS,0,0,,,541715,,,,,,
N0002423F8051,AIR AND MISSILE DEFENSE POWER PROJECTION,0,0,,,541715,,,,,,
N0001423C1022,"THE OBJECTIVE OF FUTURE ADVANCED STRIKE (FAST) IS TO ENABLE THE CUSTOMERS INTENDED CONCEPT OF OPERATIONS (CONOP) TO PROVIDE INTELLIGENCE, SURVEILLANCE AND RECONNAISSANCE (ISR) AND PRECISION STRIKE CAPABILITY.",0,0,,,541715,,,,,,
FA865023C9311,"DEFENSE EXPERIMENTATION USING COMMERCIAL SPACE INTERNET CALL 003 - MULTI-BAND, MULTI-ORBIT SATELLITE COMMUNICATIONS EXPERIMENTS",0,0,,,541715,,,,,,
FA861223CB007,ABMS CBC2 USER INTERFACE/USER EXPERIENCE DEVELOPMENT,0,0,,,541715,,,,,,
W15QKN23C0001,XM1155 SUB-CALIBER TECHNOLOGY DEMONSTRATOR,0,0,,,541715,,,,,,
47QFCA23F0024,BOLD VENTURE,0,0,,,541715,,,,,,
HR001123C0054,"ADVANCED PROPULSOR, EXPERIMENTAL (APEX) - PHASE 1A",0,0,,,541715,,,,,,
W91CRB23F0094,BASE AWARD FOR SUPPORT OF PROJECT MANAGER INTEGRATED VISUAL AUGMENTATION SYSTEM (PM-IVAS),0,0,,,541715,,,,,,
FA875023F1005,URIEL,0,0,,,541715,,,,,,
FA807523F0016,"ONGOING FORCE HEALTH PROTECTION ANALYSIS, ASSESSMENT, AND EVALUATION FOR NAVY AND MARINE CORPS PUBLIC HEALTH CENTER",0,0,,,541715,,,,,,
80GSFC23CA028,THE ULTRAVIOLET EXPLORER (UVEX),0,0,,,541715,,,,,,
W31P4Q23FC001,TECHNICAL SUPPORT IN PRODUCTION AND SUSTAINMENT ENGINEERING  TASKS FOR AVIATION AND MISSILE SYSTEMS,0,0,,,541715,,,,,,
47QFCA23F0014,ENGINEERING DEVELOPMENT INTEGRATION AND TECHNOLOGYBASED SOLUTIONS EDITS,0,0,,,541715,,,,,,
HQ085823C0001,TEAMS-NEXT SPECIALIZED ENGINEERING ANALYSES,0,0,,,541715,,,,,,
N0002423F8009,S3119-SSBN SECURITY TECHNOLOGY,0,0,,,541715,,,,,,
W25G1V23F0062,CONTRACT FIELD TEAM (CFT) SERVICES TO SUPPORT TOBYHANNA ARMY DEPOT (TYAD) MAINTENANCE,0,0,,,541715,,,,,,
FA807523F0004,ACCELERATING SOLUTIONS FOR ELECTRONIC WARFARE FOR THE OFFICE OF THE UNDER SECRETARY OF DEFENSE FOR RESEARCH AND ENGINEERING ELECTROMAGNETIC WARFARE AND COUNTERMEASURES,0,0,,,541715,,,,,,
80MSFC23CA004,MARSHALL ENGINEERING TECHNICIANS AND TRADES SUPPORT (METTS III) COVERS A WIDE RANGE OF ENGINEERING TECHNICIANS AND TRADE SKILLS TO PERFORM TESTING GROUND AND SPACE BASED RESEARCH TEST OPERATIONS DATA ANALYSIS INSTRUMENTATION CALIBRATION,0,0,,,541715,,,,,,
N6523623C8003,PHASE I - CRAFTY BREWER JANUS PROJECT,0,0,,,541715,,,,,,
FA861223FB001,ABMS CBC2 SW INTEGRATOR,0,0,,,541715,,,,,,
FA248622FA006,TECHNICAL MANAGEMENT AND ADVISORY SERVICES (TMAS 2) AEDC,0,0,,,541715,,,,,,
FA248622FA004,TECHNICAL MANAGEMENT ADVISORY SERVICES 2 (TMAS 2) 96 TW,0,0,,,541715,,,,,,
W56KGU22F0021,"RS3 CONTRACT UNDER W15P7T19D0181 ENTITLED INTELLIGENCE DEVELOPMENT ENABLED AWARENESS, WHICH WILL SUPPORT RESEARCH, DEVELOPMENT, INTEGRATION, ENHANCEMENT, TRANSITION, DEPLOYMENT AND SUSTAINMENT OF THE DESIGNED INTELLIGENCE SOFTWARE SYSTEMS.",0,0,,,541715,,,,,,
W31P4Q22F0106,"TASK ORDER AWARDED TO LOCKHEED MARTIN MISSILES & FIRE CONTROL FOR THE PERFORMANCE WORK STATEMENT (PWS) ENTITLED, ""PRSM INCREMENT 2 DEVELOPMENT AND DEMONSTRATION"".",0,0,,,541715,,,,,,
47QFCA22F0052,AIR GAP SOFTWARE DELIVERY SBIR III TO 1  SBIR PHASE III DERIVED FROM WORK COMPLETED UNDER COMPETITIVELY AWARDED SBIR/STTR PHASE I CONTRACT FA8649-21-P-1315 FROM TOPIC AF21A-TCSO1.,0,0,,,541715,,,,,,
FA807522F0061,"CAPABILITIES ASSESSMENT AND ENHANCEMENTS (60V) FOR PROGRAM EXECUTIVE OFFICE (PEO) AVIATION, UTILITY HELICOPTER PROJECT OFFICE (UHPO)",0,0,,,541715,,,,,,
80MSFC22CA016,"MARSHALL OPERATIONS SYSTEMS, SERVICES, AND INTEGRATION II (MOSSI II)",0,0,,,541715,,,,,,
HQ085622F0005,ELEMENT SYSTEM ENGINEERING,0,0,,,541715,,,,,,
FA875022F1005,CHAD SKELETOR INTEGRATION (CSI),0,0,,,541715,,,,,,
FA807522F0062,SURVIVABILITY AND LETHALITY ANALYSIS FOR PACIFIC THEATER AND FUTURES CAPABILITIES FOR THE PACIFIC AIR FORCES,0,0,,,541715,,,,,,
FA807522F0054,"DESIGN, MAINTENANCE, QUALITY, EXTENSION ENGINEERING, AND SHIPYARD QUALITY ASSURANCE RESEARCH AND DEVELOPMENT FOR THE UNITED STATES NAVY MILITARY SEALIFT COMMAND",0,0,,,541715,,,,,,
HQ085622F0003,GWS DEVELOPMENT (PHASED ARRAY IDT ANTENN,0,0,,,541715,,,,,,
HQ085622F0001,"GWS SOFTWARE DEVELOPMENT (GFC, IDT, GSS,",0,0,,,541715,,,,,,
FA807522F0058,"RESEARCH AND DEVELOPMENT FOR PORTFOLIO MANAGER COMMAND ELEMENT SYSTEMS, MARINE CORPS SYSTEM COMMAND (MARCORSYSCOM) PROGRAM MANAGER INTELLIGENCE SYSTEMS (PMIS)",0,0,,,541715,,,,,,
HQ085622F0004,OPERATIONS & SUSTAINMENT SUPPORT,0,0,,,541715,,,,,,
FA807522F0041,"SECURITY COOPERATION ADVANCEMENT DEVELOPMENT RESEARCH AND DEVELOPMENT  FOR DEFENSE SECURITY COOPERATION AGENCY, INFORMATION MANAGEMENT & TECHNOLOGY DIRECTORATE",0,0,,,541715,,,,,,
FA807522F0039,"INTELLIGENCE WARFIGHTING FUNCTION RESEARCH, DEVELOPMENT, INTEGRATION, AND ANALYSIS FOR UNITED STATES ARMY FORCES COMMAND",0,0,,,541715,,,,,,
N6893622C0036,ALTC/ULTC,0,0,,,541715,,,,,,
80GSFC22CA056,"UNDER THIS SES III CONTRACT, THE SOFTWARE ENGINEERING DIVISION (SED) OF THE ENGINEERING AND TECHNOLOGY DIRECTORATE (ETD) PROVIDES QUALITY SOFTWARE PRODUCTS, SERVICES AND EXPERTISE TO ENSURE THE SUCCESS OF NASA MISSIONS AND STAKEHOLDERS.",0,0,,,541715,,,,,,
W909MY22F0056,BEC 1 TO AWARD - BASE PERIOD,0,0,,,541715,,,,,,
FA807522F0049,"AVIATION LOGISTICS ENVIRONMENT LOGISTICS INFORMATION TECHNOLOGY SYSTEM DEVELOPMENT AND MODIFICATION FOR NAVAL AIR SYSTEMS COMMAND PROGRAM EXECUTIVE OFFICE, AVIATION COMMON SYSTEMS AND COMMERCIAL SERVICES LOG-IT",0,0,,,541715,,,,,,
FA807522F0047,INTELLIGENCE SURVEILLANCE RECONNAISSANCE PAYLOADS ARCHITECTURES AND COMMUNICATIONS ANALYSIS FOR NAVAL AIR WARFARE CENTER AIRCRAFT DIVISION WEBSTER OUTLYING FIELD SHIP AND AIR INTEGRATED WARFARE,0,0,,,541715,,,,,,
FA861222FB006,DIGITAL INFRASTRUCTURE CONSORTIUM FOR ADVANCED BATTLE MANAGEMENT SYSTEM,0,0,,,541715,,,,,,
FA861222FB002,DIGITAL INFRASTRUCTURE CONSORTIUM FOR ADVANCED BATTLE MANAGEMENT SYSTEM,0,0,,,541715,,,,,,
W56KGU22F0015,"RS3 TASK ORDER ENTITLED CATS2 IS TO PROVIDE ENGINEERING AND TECHNICAL SUPPORT, SYSTEMS ENGINEERING, TECHNOLOGY INSERTION AND INTEGRATION FOR RTI.",0,0,,,541715,,,,,,
N0001922C0041,"F-35 DEVELOPMENTAL FOUNDATION CONTRACT 3 - THIS CONTRACT PROVIDES A FOUNDATION, IN SUPPORT OF F-35 DEVELOPMENTAL FLIGHT TEST AT EDWARDS AIR FORCE BASE, NAVAL AIR STATION PATUXENT RIVER, AND F-35 DEVELOPMENTAL LABORATORY FACILITIES.",0,0,,,541715,,,,,,
N0017322C2005,PANTHER RESEARCH & DEVELOPMENT,0,0,,,541715,,,,,,
FA807522F0017,"WEAPONS SYSTEMS AND AVIATION WARFARE MODELING & SIMULATION, ENGINEERING, INTEGRATION, EXPERIMENTATION, AND CYBER SECURITY FOR LEADING EDGE TRAINING NAVAL SURFACE WARFARE CENTER, CORONA DIVISION",0,0,,,541715,,,,,,
FA807522F0030,"DIGITAL ENGINEERING AND DIGITAL TRANSFORMATION RESEARCH, ANALYSIS, AND DEVELOPMENT FOR THE NAVY DIGITAL INTEGRATION SUPPORT CELL  AND NAVAL SURFACE WARFARE CENTER, CRANE DIVISION",0,0,,,541715,,,,,,
FA807522F0015,"ENGINEERING AND ANALYSIS FOR THE STRATEGIC CAPABILITY OFFICE, OFFICE OF THE SECRETARY OF DEFENSE",0,0,,,541715,,,,,,
N0001422C1042,"RAPID AND AFFORDABLE SOFTWARE DEVELOPMENT SUPPORTING DISTRIBUTED MARITIME OPERATIONS (DMO). IDT HAS STOOD UP A PROTOTYPE DEVELOPMENT ENVIRONMENT THAT NOT ONLY ALLOWS FOR RAPID AND AFFORDABLE SOFTWARE DEVELOPMENT, BUT ALSO ALLOWS FOR SIMULTANEOUSLY M",0,0,,,541715,,,,,,
FA807522F0014,"ADVANCED THREATS RESEARCH, DEVELOPMENT, TEST AND EVALUATION FOR THE JOINT PROGRAM EXECUTIVE OFFICE FOR CHEMICAL, BIOLOGICAL, RADIOLOGICAL, AND NUCLEAR DEFENSE",0,0,,,541715,,,,,,
N6134022C0001,ARMS CSIP FR300 CS-TSR IN JAX,0,0,,,541715,,,,,,
HQ003422F0106,PROGRAM ENGAGEMENT AND INDEPENDENT TECHNICAL ASSESSMENTS,0,0,,,541715,,,,,,
FA807522F0010,"OPERATIONAL, TECHNICAL, ENGINEERING, AND TRANSITION ANALYSIS FOR DEVELOPMENT AND DEPLOYMENT OF EMERGING CAPABILITIES AND PROTOTYPES FOR COUNTERING - UNMANNED SYSTEMS THREATS",0,0,,,541715,,,,,,
HQ003422F0072,"THIS IS FOR OPERATIONAL PROFESSIONAL RESEARCH AND ENGINEERING  SUPPORT FOR THE UNDER SECRETARY OF DEFENSE RESEARCH AND ENGINEERING, DEVELOPMENTAL TEST EVALUATION AND ASSESSMENTS OFFICE.",0,0,,,541715,,,,,,
FA807522F0001,"PHASED ARRAY TRACKING RADAR TO INTERCEPT ON TARGET TECHNICAL ANALYSIS FOR THE UNITED STATES ARMY PROGRAM EXECUTIVE OFFICE MISSILES AND SPACE, PATRIOT GROUND SUPPORT EQUIPMENT, SYSTEM ENGINEERING DIRECTORATE",0,0,,,541715,,,,,,
FA807522F0007,"TECHNICAL ANALYSES AND STRATEGIC AND OPERATIONAL PLANNING FOR WARFIGHTING READINESS FOR COMMANDER, SUBMARINE FORCE, UNITED STATES PACIFIC FLEET",0,0,,,541715,,,,,,
FA807522F0011,"UNMANNED AIRCRAFT SYSTEMS ENGINEERING AND ANALYSIS FOR NAVAL AIR SYSTEMS COMMAND AND NAVAL SURFACE WARFARE CENTER, CRANE DIVISION",0,0,,,541715,,,,,,
N0003022C1025,ARMY - TRAINING ROUNDS,0,0,,,541715,,,,,,
FA807522F0002,FORCE DESIGN 2030 RESEARCH AND DEVELOPMENT FOR THE MARINE CORPS WARFIGHTING LABORATORY FUTURES DIRECTORATE,0,0,,,541715,,,,,,
W911SR22F0001,"PROCURE 165 ENHANCED MARITIME BIOLOGICAL DETECTION (EMBD) MODIFICATION KITS, 165 INITIAL FIELDING PACKAGES (IFP) AND 102 EXTERNAL CONTROLLER SUBSYSTEMS (ECS) TO MODERNIZE THE JOINT BIOLOGICAL POINT DETECTION SYSTEM (JBPDS).",0,0,,,541715,,,,,,
FA867522F1001,ADVANCED MEDIUM RANGE AIR TO AIR MISSILE SYSTEM- SYSTEM IMPROVEMENT PROGRAM (SIP)- SOFTWARE DEVELOPMENT,0,0,,,541715,,,,,,
80AFRC21CA021,"THE REQUIREMENT IS TO ASSIST NASA IN ACCELERATING THE INTRODUCTION OF MEGAWATT CLASS EAP SYSTEMS INTO FUTURE AIRCRAFT PRODUCTS BY U.S. INDUSTRY. THIS EFFORT HELPS TO IDENTIFY CERTIFICATION GAPS, AND ADDRESS GAPS THROUGH GROUND TEST AND FLIGHT TESTS.",0,0,,,541715,,,,,,
80AFRC21CA022,"THE REQUIREMENT IS TO ASSIST NASA IN ACCELERATING THE INTRODUCTION OF MEGAWATT CLASS EAP SYSTEMS INTO FUTURE AIRCRAFT PRODUCTS BY U.S. INDUSTRY. THIS EFFORT HELPS TO IDENTIFY CERTIFICATION GAPS, AND ADDRESS GAPS THROUGH GROUND TEST AND FLIGHT TESTS.",0,0,,,541715,,,,,,
75A50121C00035,"ACCURO XV PRODUCT FOR RAPID, ULTRASOUND BASED, RADIATION-FREE, BEDSIDE FRACTURE TRIAGE.  THIS DEVICE WILL REDUCE BOTTLENECKS IN MASS CASUALTY BLAST TRAUMA INCIDENTS.",0,0,,,541715,,,,,,
HQ085621F0004,GMD BOOST VEHICLES,0,0,,,541715,,,,,,
FA875021F1012,"C-SUAS COMMAND AND CONTROL (C2), RADIO FREQUENCY, INTERCEPTO",0,0,,,541715,,,,,,
47QFPA21F0106,DOD DHRA DMDC CYBERSECURITY SUPPORT SERVICES,0,0,,,541715,,,,,,
47QFCA21C0024,"THIS IS A SBIR III CONTRACT IN SUPPORT OF THE DOD, STEMMING FROM PREVIOUS SBIR PHASE I & II TOPICS INCLUDING AF06-016, MDA09-021, N05-039, N07-010, A06-035 AND OSD07-CR4. PSC CODE AC62 ENDED PER PSC MANUAL EFFECTIVE OCT 2020. REPLACING WITH PSC AC32.",0,0,,,541715,,,,,,
FA807521F0077,"COUNTER UNMANNED AIRCRAFT SYSTEMS RESEARCH, DEVELOPMENT, AND SUSTAINMENT FOR THE DIGITAL INTEGRATION SUPPORT CELL AND NAVAL SURFACE WARFARE CENTER, CRANE DIVISION",0,0,,,541715,,,,,,
W56KGU21F0013,FMS BASE FUNDING.,0,0,,,541715,,,,,,
80MSFC21CA004,CRYOGENIC (H2-O2) SMART PROPULSION FLIGHT DEMONSTRATION,0,0,,,541715,,,,,,
W31P4Q21F0285,"TASK ORDER W31P4Q-21-F-0285 (S3I CONTROL NUMBER 292-1A) IS ISSUED IN ACCORDANCE WITH SECTION H-14, ORDERING PROCEDURES OF THE BASIC CONTRACT, FOR THE (PWS) ENTITLED, "" ADVANCED AVIONICS RESEARCH & SYSTEMS ENGINEERING FOR ARMY AVIATION PLATFORMS"".",0,0,,,541715,,,,,,
N0017321C6004,R&D LABOR,0,0,,,541715,,,,,,
FA807521F0065,"RESEARCH, DEVELOPMENT, ENGINEERING, TECHNICAL ANALYSIS, AND SOLUTIONS FOR OPENING, RECOVERING, SUSTAINING AND SUPPORTING OPERATIONAL AIRBASE INFRASTRUCTURE EMERGING CAPABILITY AND PROTOTYPING FOR THE AIR FORCE CIVIL ENGINEER CENTER REQ. OFFICE",0,0,,,541715,,,,,,
FA807521F0073,"CHARACTERIZATION AND ASSESSMENT OF THREATS BY EXPERIMENT ANALYSIS AND RESEARCH FOR THE DEPARTMENT OF HOMELAND SECURITY SCIENCE AND TECHNOLOGY DIRECTORATE PROBABILISTIC ANALYSIS OF NATIONAL THREATS, HAZARDS, AND RISKS PROGRAM",0,0,,,541715,,,,,,
47QFLA21F0221,DIGITAL ENGINEERING RESEARCH AND DEVELOPMENT FOR AFLCMC SBIR PHASE III TASK ORDER 002,0,0,,,541715,,,,,,
FA807521F0078,ACOUSTIC AND VISUAL SIGNATURE GENERATION ANALYSIS,0,0,,,541715,,,,,,
75N91021F00013,ENABLING NCI CLINICAL & RESEARCH DATA SHARING,0,0,,,541715,,,,,,
80MSFC21FA009,PROGRAM SUPPORT SERVICES (CPSS) PROGRAMMATIC SUBJECT MATTER EXPERT (SME) IDIQ TASK ORDER FOR MARSHALL SPACE FLIGHT CENTER (MSFC).,0,0,,,541715,,,,,,
47QFCA21C0021,CTI MAESTRO SBIR III AWARD PACKAGE.,0,0,,,541715,,,,,,
FA807521F0074,"SCIENTIFIC TEST AND ANALYSIS TECHNIQUES RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",0,0,,,541715,,,,,,
80MSFC21F0224,INTERSTELLAR MAPPING AND ACCELERATION PROBE (IMAP) PHASE CD,0,0,,,541715,,,,,,
FA807521F0068,TECHNOLOGY INTEGRATION AND ASSESSMENT- PHASE I RESEARCH AND DEVELOPMENT FOR UNITED STATES NORTHERN COMMAND & NORTH AMERICAN AEROSPACE DEFENSE COMMAND,0,0,,,541715,,,,,,
FA807521F0037,"COMMAND, CONTROL, COMMUNICATIONS, COMPUTERS, INTELLIGENCE, SURVEILLANCE, AND RECONNAISSANCE SYSTEMS ENGINEERING, DEVELOPMENT, AND INTEGRATION FOR NAVAL SURFACE WARFARE CENTER, PANAMA CITY DIVISION",0,0,,,541715,,,,,,
75N91021C00013,"PURPOSE:  TO PROVIDE CLINICAL TRIALS SPONSOR AND REGULATORY MANAGEMENT SUPPORT SERVICES TO THE NCI, THE CENTER FOR CANCER RESEARCH (CCR), AND CCR INVESTIGATORS.",0,0,,,541715,,,,,,
80GSFC21CA007,"THE MIST II CONTRACT WILL PROVIDE MULTIDISCIPLINARY ENGINEERING TASK ORDERS FOR THE FORMULATION, DESIGN, DEVELOPMENT, FABRICATION, INTEGRATION, TESTING, VERIFICATION, AND OPERATIONS OF SPACE FLIGHT AND GROUND SYSTEM HARDWARE AND SOFTWARE.",0,0,,,541715,,,,,,
FA807521F0062,"RESEARCH AND DEVELOPMENT OF ABOVE WATER SENSORS FOR THE PROGRAM EXECUTIVE OFFICE INTEGRATED WARFARE SYSTEMS ABOVE WATER SENSORS AND THE NAVAL SURFACE WARFARE CENTER, CRANE DIVISION",0,0,,,541715,,,,,,
HQ085821C0014,DT LABOR,0,0,,,541715,,,,,,
80NM0021F0036,SURFACE BIOLOGY & GEOLOGY (SBG): PRE-PHASE A AND PHASE A PLAN,0,0,,,541715,,,,,,
FA807521F0066,"C-5M RELIABILITY, MAINTAINABILITY, QUALITY, SUPPORTABILITY, AND INTEROPERABILITY AND SUSTAINMENT ANALYSIS",0,0,,,541715,,,,,,
HQ003421F0243,"TASK ORDER FOR THE OFFICE OF THE UNDERSECRETARY OF DEFENSE, RESEARCH AND ENGINEERING, MODERNIZATION DIRECTORATE TO PROVIDE SENIOR SUBJECT MATTER EXPERTS AND SENIOR ENGINEERS.",0,0,,,541715,,,,,,
FA807521F0059,PROGRAM ANALYSIS FOR UNITED STATES (U.S.) ARMY PROGRAM EXECUTIVE OFFICE (PEO) MISSILES AND SPACE (MS) FOR UNITED STATES (U.S.) ARMY PROGRAM EXECUTIVE OFFICE (PEO) MISSILES AND SPACE (MS),0,0,,,541715,,,,,,
FA807521F0051,C-130 HERCULES MODERNIZATION AND SUSTAINMENT,0,0,,,541715,,,,,,
FA807521F0060,"ENDURANCE UAS (EUAS), TACTICAL UAS (TUAS), SOLDIER UAS (SUAS), AND COMMAND CONTROL AND EFFECTS (C2E) FOR ARMY PROGRAM EXECUTIVE OFFICE (PEO) AVIATION (AVN), UNMANNED AIRCRAFT SYSTEMS PROJECT OFFICE (UASPO)",0,0,,,541715,,,,,,
FA807521F0042,"ENGINEERING, INTEGRATION, MODELING & SIMULATION, AND CYBER SECURITY FOR LEADING EDGE TRAINING FOR NAVAL SURFACE WARFARE CENTER CORONA",0,0,,,541715,,,,,,
FA807521F0049,TECHNICAL ANALYSIS FOR NAVAL SEA SYSTEMS COMMAND (NAVSEA) DEPUTY COMMANDER FOR SURFACE WARFARE (SEA 21),0,0,,,541715,,,,,,
FA807521F0053,"C-5M SUPER GALAXY RELIABILITY, INTEGRITY, MAINTAINABILITY, AND ENGINEERING FOR THE AIR FORCE LIFE CYCLE MANAGEMENT CENTER",0,0,,,541715,,,,,,
47QFLA21C0011,SBIR PHASE III MBSE,0,0,,,541715,,,,,,
1332KP21CNAAA0003,CONTRACT FOR THE SPACE WEATHER FOLLOW ON (SWFO) ANTENNA NETWORK (SAN).  SAN IS AN ANTENNA NETWORK AND RELATED CAPABILITIES IN SUPPORT OF THE SWFO-L1 MISSION.,0,0,,,541715,,,,,,
W911W621F0006,PH 1.2 INTEGRATION IMPROVED TURBINE ENG,0,0,,,541715,,,,,,
80GSFC21C0011,MULTI-SLIT SOLAR EXPLORER (MUSE) MISSION PHASE A,0,0,,,541715,,,,,,
FA807521F0038,ADVANCEMENT OF INTEGRATED PERSISTENT EXPEDITIONARY SURVEILLANCE AND FORCE PROTECTION SYSTEMS FOR AIR FORCE LIFE CYCLE MANAGEMENT CENTER FORCE PROTECTION DIVISION AND NAVAL SURFACE WARFARE CENTER CRANE DIVISION,0,0,,,541715,,,,,,
FA807521F0021,"IDENTIFICATION, ANALYSIS, RECOMMENDATIONS, AND DELIVERY OF MILITARY HEALTH SYSTEM AND JOINT STAFF MEDICAL CAPABILITIES FOR DEFENSE HEALTH AGENCY",0,0,,,541715,,,,,,
75N93021C00015,AWARD OF THE BASE TO UPENN FOR CEIRR CONTRACT 75N93021C00015. THIS CONTRACT WILL SUPPORT THE NIAID CENTERS OF EXCELLENCE FOR INFLUENZA RESEARCH AND RESPONSE (CEIRR),0,0,,,541715,,,,,,
FA807521F0046,SECURITY AND TRUSTWORTHY FOUNDATIONS FOR ELECTRONICS RESURGENCE (STRYFER),0,0,,,541715,,,,,,
FA862621F1100,LARGE COMBAT ENGINES COMPONENT IMPROVEMENT PROGRAM CY21-23 TASK ORDER,0,0,,,541715,,,,,,
FA807521F0030,"AIRCRAFT AND WEAPONS SYSTEMS RESEARCH & DEVELOPMENT PROGRAM,  F-35 LIGHTNING II JOINT PROGRAM OFFICE",0,0,,,541715,,,,,,
75N93021C00014,MSSM CEIRR - THIS CONTRACT WILL SUPPORT THE NIAID CENTERS OF EXCELLENCE FOR INFLUENZA RESEARCH AND RESPONSE.,0,0,,,541715,,,,,,
80GSFC21C0059,THE COMPTON SPECTROMETER AND IMAGER (COSI),0,0,,,541715,,,,,,
FA807521F0026,GROUND VEHICLE SYSTEMS CENTER (GVSC) MODELING AND SIMULATION (M&S) UNITED STATES ARMY COMBAT CAPABILITIES DEVELOPMENT COMMAND / GROUND VEHICLE SYSTEMS CENTER,0,0,,,541715,,,,,,
FA807521F0041,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION (RDT&E) OF RADAR AND ELECTRONIC WARFARE (EW) SYSTEMS, SUBSYSTEMS, AND INTERFACE EQUIPMENT FOR RADAR TECHNOLOGIES DIVISION (WXP), NAVAL SURFACE WARFARE CENTER (NSWC), CRANE DIVISION",0,0,,,541715,,,,,,
HR001121C0054,"BLACKJACK PROGRAM PHASES 2 AND 3, WHICH IS AN ARCHITECTURE DEMONSTRATION INTENDING TO SHOW THE HIGH MILITARY UTILITY OF GLOBAL LEO CONSTELLATIONS AND MESH NETWORKS OF LOWER SIZE, WEIGHT, AND SPACECRAFT NODES.",0,0,,,541715,,,,,,
FA807521F0035,"AUTONOMOUS AND AUTOMATED SYSTEMS DESIGN, SYSTEM ENGINEERING, AND LIFE-CYCLE DEVELOPMENT ENGINEERING FOR NAVAL INFORMATION WARFARE CENTER PACIFIC (NIWC PAC)",0,0,,,541715,,,,,,
FA807521F0020,"RESEARCH, DEVELOPMENT, TEST, EVALUATION, AND STRATEGIC INITIATIVES FOR JOINT PROGRAM EXECUTIVE OFFICE FOR CHEMICAL, BIOLOGICAL, RADIOLOGICAL, AND NUCLEAR DEFENSE (JPEO CBRND)",0,0,,,541715,,,,,,
FA807521F0034,AVIONIC PRODUCT AND LIFE CYCLE ANALYSIS,0,0,,,541715,,,,,,
HR001121C0068,DARPA RESEARCH PROGRAM,0,0,,,541715,,,,,,
FA807521F0017,"GROUND SYSTEM TECHNOLOGY AND LABORATORY DEVELOPMENT RESEARCH, DEVELOPMENT AND ENGINEERING COMMAND, UNITED STATES ARMY GROUND VEHICLE SYSTEMS CENTER",0,0,,,541715,,,,,,
47QFCA21C0006,SPACE WEATHER AND FORECAST SYSTEM,0,0,,,541715,,,,,,
75N91021F00001,CENTER FOR SEROLOGICAL SCIENCES NETWORK (SERONET),0,0,,,541715,,,,,,
80GSFC21C0038,GLOBAL LYMAN-ALPHA IMAGERS OF THE DYNAMIC EXOSPHERE (GLIDE) INSTRUMENT PROGRAM DEVELOPMENT (PHASE B) SUPPORT.,0,0,,,541715,,,,,,
SPE7L121F172D,OT8507954814SPE7L121F172DP00002,0,0,,,541715,,,,,,
N0017321F2006,SATELLITE AND GROUND COMMAND AND CONTROL,0,0,,,541715,,,,,,
FA862621F1119,F119 COMPONENT IMPROVEMENT PROGRAM,0,0,,,541715,,,,,,
N0002421C5100,AUTOMATED TEST ANALYSIS,0,0,,,541715,,,,,,
FA807521F0002,"DEVELOPMENT AND SUSTAINMENT OF MARITIME ELECTRO-OPTIC INFRARED SYSTEMS FOR THE ELECTRO-OPTIC TECHNOLOGY DIVISION, NAVAL SURFACE WARFARE CENTER, CRANE DIVISION",0,0,,,541715,,,,,,
FA807521F0005,MICROELECTRONICS ASSURANCE FOR SECURE TRUSTWORTHY ELECTRONICS RESEARCH (MASTER),0,0,,,541715,,,,,,
HQ085121C0002,AEGIS BASELINE 5.4.1 (BMD 4.2),0,0,,,541715,,,,,,
HQ085021C0002,"SDA TRACKING LAYER TRANCHE 0, WIDE FIELD OF VIEW (WFOV) PROGRAM",0,0,,,541715,,,,,,
HQ085121C0001,BASELINE J7.B DEVELOPMENT LOE,0,0,,,541715,,,,,,
75N91020F00026,DEVELOPMENT OF TARGET CHARACTERIZATION METHODS FOR NOVEL CANCER MARKERS,0,0,,,541715,,,,,,
FA807520F0083,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION OF MARITIME PATROL AND RECONNAISSANCE AIRCRAFT FOR NAVAL AIR SYSTEMS COMMAND AIRBORNE MULTI INTELLIGENCE SPECIAL MISSIONS PROGRAM OFFICE 290",0,0,,,541715,,,,,,
HQ086020C0006,R&D CONCEPTS AND PERFORMANCE LAB (CAPL),0,0,,,541715,,,,,,
FA807520F0068,"MOBILITY, POWER, ENERGY, UNITED STATES (U.S.) ARMY COMBAT CAPABILITIES DEVELOPMENT COMMAND (CCDEVCOM), GROUND VEHICLE SYSTEMS CENTER",0,0,,,541715,,,,,,
