source,keyword,notice_id,title,agency,recipient,amount,posted_date,response_deadline,type,url
USAspending,machine learning,HR001120C0090,"FAST NETWORK INTERFACE CARDS (FASTNICS) PROGRAM WILL SPEED UP APPLICATIONS LIKE DISTRIBUTED TRAINING OF MACHINE LEARNING CLASSIFIERS BY 100X THROUGH DEVELOPMENT, IMPLEMENTATION, INTEGRATION, AND VALIDATION OF NOVEL, CLEAN-SLATE NETWORK SUBSYSTEMS.",Department of Defense,PERATON LABS INC,16600446.0,2020-05-05,2024-05-05,Award,
USAspending,machine learning,N6600125C0019,ACCELERATED MACHINE LEARNING SOFTWARE,Department of Defense,DOMINO DATA LAB INC,16536422.33,2025-03-14,2026-03-13,Award,
USAspending,machine learning,FA873023CB027,WEATHER MACHINE LEARNING PLATFORM OPERATIONS (WXMLP OPS),Department of Defense,NEXTGEN FEDERAL SYSTEMS LLC,15644109.16,2023-09-25,2026-03-24,Award,
USAspending,machine learning,W31P4Q21F0332,NAVAL AIR WARFARE CENTER WEAPONS DIVISION (NAWCWD) AIRBORNE ELECTRONIC ATTACK INTEGRATED PRODUCT TEAM (AEA IPT) MACHINE LEARNING SUPPORT,Department of Defense,GEORGIA TECH APPLIED RESEARCH CORP,13481333.79,2021-09-24,2026-09-24,Award,
USAspending,machine learning,140D0422C0002,MACHINE LEARNING FOR OPEN SYSTEMS,Department of the Interior,CFD RESEARCH CORPORATION,13184640.87,2022-03-03,2027-03-02,Award,
USAspending,machine learning,W911QX24F0108,TASK ORDER OFF A COMMERCIAL SOLUTIONS OPENING FOR RESEARCH AND DEVELOPMENT FOR USER CENTERED MACHINE LEARNING (UCML).,Department of Defense,PALANTIR USG INC,12888063.0,2024-09-25,2025-11-21,Award,
USAspending,machine learning,HR001120C0089,"FAST NETWORK INTERFACE CARDS (FASTNICS) PROGRAM WILL SPEED UP APPLICATIONS LIKE DISTRIBUTED TRAINING OF MACHINE LEARNING CLASSIFIERS BY100X THROUGH DEVELOPMENT, IMPLEMENTATION",Department of Defense,"RTX BBN TECHNOLOGIES, INC.",12783156.0,2020-06-11,2025-06-30,Award,
USAspending,machine learning,HQ003425CE012,"INFORMATION TECHNOLOGY, ARTIFICIAL INTELLIGENCE, AND MACHINE LEARNING PROGRAMMATIC SUPPORT SERVICES",Department of Defense,"KONIAG IT SYSTEMS, LLC",12022390.38,2025-03-11,2025-09-10,Award,
USAspending,machine learning,W56KGU25C0004,DEVELOPMENT OF ADVANCED DATA-DRIVEN COGNITIVE DECISION AIDS AND THE ASSOCIATED TOOLS/INFRASTRUCTURE TO DEMONSTRATE THESE AIDS. ARTIFICIAL INTELLIGENCE BASED SYSTEM FRAMEWORK AND ENABLING TOOLS TO SUPPORT THE IMPLEMENTATION OF MACHINE LEARNING (ML).,Department of Defense,CAMGIAN CORPORATION,10312575.0,2025-02-14,2026-08-13,Award,
USAspending,machine learning,FA875024CB040,"NORTH POLE HUB - DESIGN, VERIFY AND VALIDATE AN ARTIFICIAL INTELLIGENCE (AI) AND MACHINE LEARNING (ML) NORTH POLE PLATFORM TECHNOLOGY THAT WILL BE MOUNTED ON TEST BOARDS",Department of Defense,INTERNATIONAL BUSINESS MACHINES CORPORATION,9266224.0,2024-05-30,2027-07-28,Award,
USAspending,machine learning,HQ003425CE092,"THIS IS A NON-PERSONAL SERVICES CONTRACT TO PROVIDE INFORMATION TECHNOLOGY, ARTIFICIAL INTELLIGENCE, AND MACHINE LEARNING PROGRAM SUPPORT SERVICES.",Department of Defense,"LEISNOI PROFESSIONAL SERVICES, LLC",8728231.32,2025-09-11,2026-03-10,Award,
USAspending,machine learning,HT003821F0030,"SUBJECT MATTER EXPERTISE SUPPORT IN TECHNICAL, CLOUD, AND DATA ENGINEERING SUPPORT MECHANISMS FOR MACHINE LEARNING, CONTINUOUS INTEGRATION/CONTINUOUS DELIVERY IN SUPPORT OF THE ENTERPRISE INTELLIGENCE AND DATA SOLUTIONS PROGRAM MANAGEMENT OFFICE",Department of Defense,"4S - SILVERSWORD SOFTWARE AND SERVICES, LLC",8371343.1,2021-09-28,2022-09-29,Award,
USAspending,machine learning,W911QX24C0009,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING-ENABLING TECHNOLOGIES FOR EXPEDITIONARY MANEUVER AND AIR/GROUND RECONNAISSANCE TITLED SPOONMAN UNDER BAA TOPIC ID: ARL-BAA-0037,Department of Defense,"EXPEDITION TECHNOLOGY, INC.",8268144.64,2024-04-05,2029-04-04,Award,
USAspending,machine learning,FA680022C0003,ARTIFICIAL INTELLIGENCE/ MACHINE LEARNING SBIR PHASE III,Department of Defense,VIRTUALITICS INC,7699992.0,2022-09-27,2023-09-30,Award,
USAspending,machine learning,SP470125C0100,PROCUREMENT INTEGRATED ENTERPRISE ENVIRONMENT ARTIFICIAL INTELLIGENCE MACHINE LEARNING TRANSFORMATION,Department of Defense,CREDENCE MANAGEMENT SOLUTIONS LIMITED LIABILITY COMPANY,7309272.69,2025-09-25,2026-09-24,Award,
Tango,machine learning,,Broad Agency Announcement (BAA) Naval Air Warfare Center Aircraft Division (NAWCAD) Webster Outlying Field (WOLF) Airborne Systems Integration (ASI) Division,,,0.0,,2026-04-09T20:00:00+00:00,Opportunity,
Tango,machine learning,,"NEXT GENERATION SCALABLE DATA ENGINEERING, OPERATIONS, AND INFORMATICS SUPPORT FOR OPEN SCIENCE (NEXT GEN)",,,0.0,,2024-10-16T19:00:00+00:00,Opportunity,
Tango,machine learning,,NASA Headquarters Earth Independent Operations (EIO) Partnerships in Anomaly - Request for Information (RFI),,,0.0,,2026-02-19T04:59:00+00:00,Opportunity,
Tango,machine learning,,Securing Artificial Intelligence for Battlefield Effective Robustness (SABER),,,0.0,,2025-06-03T17:00:00+00:00,Opportunity,
Tango,machine learning,,PEO STRI Data Centric Ecosystem Effort -Request for Information (RFI),,,0.0,,2025-04-30T16:00:00+00:00,Opportunity,
Tango,machine learning,,AI Driven Solutions for Combat Feeding Division,,,0.0,,2024-11-22T22:00:00+00:00,Opportunity,
Tango,machine learning,,DC3/AFOSI SETA II Support,,,0.0,,2024-12-05T22:00:00+00:00,Opportunity,
Tango,machine learning,,Licensing Opportunity: Envelope Detector-based Phase Fault Detection for Smart Grid Systems,,,0.0,,2024-10-26T21:00:00+00:00,Opportunity,
Tango,machine learning,,"CONDITION BASED MAINTENANCE PLUS (CBM+) DATA ANALYTICS, DATA VISUALIZATIONS, DATA CAPTURE HARDWARE, AND DATA TRANSPORT METHODS",,,0.0,,2024-07-17T18:00:00+00:00,Opportunity,
Tango,machine learning,,SEC AIML (Artificial Intelligence and Machine Learning) Technical,,,0.0,,2024-11-13T03:00:00+00:00,Opportunity,
Tango,machine learning,,Anchain.ai,,,0.0,,2024-12-05T15:00:00+00:00,Opportunity,
Tango,machine learning,,Predictive Lake Analytics Nextgen eXchange Services (PLANXS) II (RFI # 70SBUR25I2),,,0.0,,2024-11-07T20:00:00+00:00,Opportunity,
Tango,machine learning,,"Research & Development, Studies, Design and Engineering Services in Support of Remote Sensing Systems",,,0.0,,2025-04-01T16:00:00+00:00,Opportunity,
Tango,machine learning,,NOAA Fisheries Strategic Initiative for Optical Data Collection and Processing,,,0.0,,2024-10-29T21:00:00+00:00,Opportunity,
Tango,machine learning,,Senvol Machine Learning and Transfer Learning Software,,,0.0,,2024-10-17T21:00:00+00:00,Opportunity,
USAspending,cloud computing,75FCMC20F0080,CLOUD PRODUCTS&TOOLS (CPT),Department of Health and Human Services,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",902031452.0,2020-09-01,2025-06-30,Award,
USAspending,cloud computing,HHSM500T0003,TO PROCURE CLOUD COMPUTING SERVICES TO MEET THE AGENCY'S CONTINUALLY GROWING NEED FOR AGILE AND SCALABLE INFRASTRUCTURE HOSTING ENVIRONMENTS.  THIS NEED IS PATICULARLY ACUTE IN SUPPORT OF THE SYSTEMS BEING DEVELOPED IN CONNECTION WITH THE AFFORDABLE CARE ACT (ACA).  IGF::OT::IGF,Department of Health and Human Services,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",398870902.31,2015-06-22,2020-09-21,Award,
USAspending,cloud computing,GSQ0817BP0032,IGF::OT::IGF CLOUD HOSTED ENTERPRISE SERVICES (CHES),General Services Administration,DELL FEDERAL SYSTEMS L.P,369236637.4,2017-06-22,2022-06-21,Award,
USAspending,cloud computing,12314418F0020,USDA ENTERPRISE-SCALE FEDRAMP CERTIFIED CLOUD HOSTING SERVICES.  IGF::OT::IGF,Department of Agriculture,ACCENTURE FEDERAL SERVICES LLC,330420508.49,2017-09-19,2027-05-31,Award,
USAspending,cloud computing,VA11817F2284,"IGF::OT::IGF  THIS CONTRACT IS FOR REQUIRES CLOUD SERVICES FROM AN AUTHORIZED PUBLIC SECTOR RESELLER IN SUPPORT OF ALL SERVICE LEVELS:  INFRASTRUCTURE AS A SERVICE, PLATFORM AS A SERVICE, AND SOFTWARE AS A SERVICE.  THESE CLOUD SERVICES ARE REQUIRED TO ALLOCATE MEMORY, PROCESSING, STORAGE, AND NETWORKING ON DEMAND TO GAIN ACCESS TO A SUITE OF SECURE, SCALABLE AND FLEXIBLE INFORMATION TECHNOLOGY CAPABILITIES TO ENABLE CREATION, DELETION, AND FLEXIBLE SIZING OF VIRTUAL DATA CENTERS AND VIRTUAL MACHINES.",Department of Veterans Affairs,"FOUR POINTS TECHNOLOGY, L.L.C.",236665957.08,2017-09-06,2022-09-05,Award,
USAspending,cloud computing,TIRNO12Z000160002,ENTERPRISE STORAGE ACQUISITION ADD FUNDS. IGF::CL::IGF,Department of the Treasury,SCIENCE APPLICATIONS INTERNATIONAL CORP,209799476.06,2012-08-30,2022-12-28,Award,
USAspending,cloud computing,19AQMM20F2064,AWARD OF TASK ORDER ONE FOR DOMESTIC TELECOMMUNICATIONS FOR THE DOS.,Department of State,"AT&T ENTERPRISES, LLC",172070000.55,2020-08-12,2026-08-11,Award,
USAspending,cloud computing,140D0419F0357,FOLLOW ON TASK ORDER TO D15PD00594 FOR AGENCIES THAT HAVE MATURED TO FULL PRODUCTION,Department of the Interior,CGI FEDERAL INC.,163795243.79,2019-09-01,2025-02-28,Award,
USAspending,cloud computing,70B04C20F00001314,VETTING SERVIVCES,Department of Homeland Security,UNISSANT INC.,152678316.49,2020-09-30,2026-09-27,Award,
USAspending,cloud computing,N0003918F0069,IGF::OT::IGF CLOUD HOSTING - CLOUD SERVICE OFFERING,Department of Defense,"ADVANTAGED SOLUTIONS, LLC",128015999.88,2018-06-20,2021-02-19,Award,
USAspending,cloud computing,36C10B18N10190007,"THE CONTRACTOR SHALL PROVIDE A CLOUD COMPUTING IAAS SERVICE MODEL, TO SUPPORT A ""PRIVATE CLOUD""",Department of Veterans Affairs,BY LIGHT PROFESSIONAL IT SERVICES LLC,119302682.09,2018-01-14,2019-07-13,Award,
USAspending,cloud computing,36C10B20F0403,SERVICENOW SOFTWARE-AS-A-SERVICE (SAAS) LICENSE ENTITLEMENTS,Department of Veterans Affairs,METGREEN SOLUTIONS INC,116219871.83,2020-09-22,2023-09-21,Award,
USAspending,cloud computing,140D0418F0366,IGF::OT::IGF DOI ENTERPRISE CASE MANAGEMENT SERVICES (SAAS),Department of the Interior,"SMARTRONIX, LLC",111126614.81,2018-09-28,2025-10-29,Award,
USAspending,cloud computing,75N94022F00002,"THE GOALS OF THIS PROCUREMENT ARE TWO-FOLD: (1) TO PROVIDE ERA SYSTEM ENGINEERING SUPPORT SERVICES FOR THE ERA CLOUD COMPUTING PLATFORM AND ON-PREMISE ENVIRONMENTS FOR ALL PROGRAM AREAS (SOFTWARE MAINTENANCE, NEW FUNCTIONALITY, AND INTEGRATION OF HHS",Department of Health and Human Services,HIGHRISE CONSULTING INC,107995049.45,2022-09-16,2025-09-15,Award,
USAspending,cloud computing,W52P1J17C0041,UNIFIED CAPABILITIES SOFT CLIENT SUBSCRIPTION SERVICES,Department of Defense,TYTO GOVERNMENT SOLUTIONS INC,91916965.91,2017-09-15,2022-10-14,Award,
USAspending,cloud computing,0007,"TASK ORDER FOR I2WD OPERATIONS SUPPORT TO SUPPORT THE SYSTEMS ENGINEERING, DESIGN, DEVELOPMENT, TEST AND SUPPORT OF THE ARMY S INTELLIGENCE CLOUD COMPUTING INITIATIVES.  THESE INITIATIVES WILL ENABLE DISTRIBUTED OPERATIONS (REACH AND SPLIT-BASED), IMPROVE DATA ACCESS, REDUCE FORWARD FOOTPRINT, AND INCREASE INTEROPERABILITY TO ENSURE ACTIONABLE INTELLIGENCE DELIVERED TO THE COMMANDERS AND SOLDIERS WHO NEED IT.",Department of Defense,BOOZ ALLEN HAMILTON INC,84314525.84,2013-09-30,2016-04-30,Award,
USAspending,cloud computing,FA873019C0041,AIR FORCE WEATHER ENTERPRISE PLATFORM-AS-A-SERVICE / INFRASTRUCTURE-AS-A-SERVICE CONTRACT,Department of Defense,SOLID STATE SCIENTIFIC CORPORATION,67684032.18,2019-09-09,2023-05-07,Award,
USAspending,cloud computing,70SBUR19F00000243,STARS SERVICES,Department of Homeland Security,"ACUMEN SOLUTIONS, INC.",63298729.03,2019-08-01,2024-05-31,Award,
USAspending,cloud computing,IND15PD00500,IGF::OT::IGF  GEOSPATIAL INFORMATION SYSTEMS (GIS) CLOUD HOSTING SERVICES,Department of the Interior,"TRACE3 GOVERNMENT, LLC",57912706.62,2015-05-28,2025-04-26,Award,
USAspending,cloud computing,HC108420F0294,NIPR CAPACITY AND SERVICES OY1,Department of Defense,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",56833581.54,2020-10-01,2021-09-30,Award,
USAspending,cloud computing,91990018F0017,PORTFOLIO OF INTEGRATED VALUE ORIENTED TECHNOLOGIES - HOSTING (PIVOT-H) - THE PIVOT-H CONTRACTOR IS RESPONSIBLE FOR PROVIDING A HOSTING ENVIRONMENT FOR DEPARTMENT DATA AND SYSTEMS.,Department of Education,INTERNATIONAL BUSINESS MACHINES CORPORATION,56266773.24,2018-03-01,2025-02-15,Award,
USAspending,cloud computing,HQ003419F0589,CLOUD COMPUTING PROGRAM OFFICE,Department of Defense,KONIAG TECHNOLOGY SOLUTIONS INC,54911537.77,2019-09-13,2024-12-12,Award,
USAspending,cloud computing,693JJ319F000101,THE PURPOSE OF THIS DELIVERY ORDER IS TO PROCURE AMAZON WEB SERVICES ON A DOT ENTERPRISE BASIS.,Department of Transportation,"FOUR POINTS TECHNOLOGY, L.L.C.",53576260.7,2019-05-13,2025-11-30,Award,
USAspending,cloud computing,75FCMC20F0048,TO PROCURE SERVICES FOR A CMS ENTERPRISE ACCESS MANAGEMENT SYSTEM FOR THE OFFICE OF INFORMATION TECHNOLOGY (OIT)/INFRASTRUCTURE AND USER SYSTEMS GROUP (IUSG).,Department of Health and Human Services,ALCOR TECHNICAL SOLUTIONS LLC,48139073.48,2020-06-22,2025-12-31,Award,
USAspending,cloud computing,W519TC25FA005,"THE ENTERPRISE CLOUD MANAGEMENT AGENCY (ECMA) REQUIRES MICROSOFT AZURE CLOUD COMPUTING CAPABILITIES AT DEPARTMENT OF DEFENSE (DOD) IMPACT LEVEL (IL) 4, 5, AND 6 (SECRET) FOR NEW AND EXISTING CUSTOMERS/APPLICATIONS,",Department of Defense,MICROSOFT CORPORATION,41694436.92,2024-12-20,2025-12-19,Award,
Tango,cloud computing,,Purchase Force moment sensor equipment,,,0.0,,2025-04-23T12:00:00+00:00,Opportunity,
Tango,cloud computing,,Amazon Web Services,,,0.0,,,Opportunity,
Tango,cloud computing,,RFI GSA Charge Card Pilot Project,,,0.0,,2025-03-28T23:00:00+00:00,Opportunity,
Tango,cloud computing,,DA10--Retail Merchandising System (RMS) and Oracle Store Inventory Management (SIM) (VA-25-00055285),,,0.0,,2025-04-15T20:00:00+00:00,Opportunity,
Tango,cloud computing,,Annual HP Hardware/Software Maintenance,,,0.0,,2025-02-11T19:30:00+00:00,Opportunity,
Tango,cloud computing,,Smithsonian Institution National Museum of African American History and Culture Digital Experience Initiative Request for Proposals,,,0.0,,2025-05-19T21:00:00+00:00,Opportunity,
Tango,cloud computing,,Integrated Booking System (IBS),,,0.0,,2024-09-12T17:00:00+00:00,Opportunity,
Tango,cloud computing,,NCATS Cloud Transition Services,,,0.0,,2024-12-09T15:00:00+00:00,Opportunity,
Tango,cloud computing,,Cloud-native compute hardware,,,0.0,,2025-06-11T06:00:00+00:00,Opportunity,
Tango,cloud computing,,IA02 20240822 - Call Center Limited Source Justification FAR Part 8,,,0.0,,,Opportunity,
Tango,cloud computing,,HPE Customer Care SimpliVity Support,,,0.0,,2025-11-24T22:00:00+00:00,Opportunity,
Tango,cloud computing,,HPE Customer Care SimpliVity Support,,,0.0,,2025-11-24T22:00:00+00:00,Opportunity,
Tango,cloud computing,,RFQ- National Instruments Software Renewal (Amend 1),,,0.0,,2025-07-03T16:00:00+00:00,Opportunity,
Tango,cloud computing,,Naval Research Laboratory Stennis Cloud Computing,,,0.0,,,Opportunity,
Tango,cloud computing,,DG10 - Cable TV and Internet Services for Commander Navy Region Hawaii,,,0.0,,2025-02-28T04:00:00+00:00,Opportunity,
USAspending,DevSecOps,36C10B20F0172,"LOAN GUARANTY SERVICE(LGY)DEVELOPMENT, SECURITY AND OPERATIONS DEVSECOPS)",Department of Veterans Affairs,ACCENTURE FEDERAL SERVICES LLC,341114477.94,2020-06-16,2026-02-02,Award,
USAspending,DevSecOps,36C10B22N10280026,"THIS TO IS FOR HEALTH MIDDLEWARE AND DATA MANAGEMENT (HMDM) DEVELOPMENT, SECURITY, AND OPERATIONS (DEVSECOPS) SUPPORT",Department of Veterans Affairs,VETERANS EZ INFO INC.,266944443.07,2022-09-28,2027-01-05,Award,
USAspending,DevSecOps,36C10B21N10010010,SUPPLY CHAIN MANAGEMENT PRODUCT LINE DEVSECOPS AND INTEGRATION,Department of Veterans Affairs,COGNOSANTE MVH LLC,242370911.11,2021-09-14,2026-09-13,Award,
USAspending,DevSecOps,W56JSR23F0062,"THIS ORDER IS FOR DEPUTY ASSISTANT SECRETARY OF THE ARMY DATA, ENGINEERING AND SOFTWARE TO PROVIDE HUMAN CENTERED DESIGN, DEVSECOPS, DATA MANAGEMENT, DATA MESH ARCHITECTURES, DATA SCIENCE, DIGITAL ENGINEERING, SYSTEMS ENGINEERING AND CYBERSECURITY.",Department of Defense,DELOITTE CONSULTING LLP,237096969.56,2023-05-22,2026-05-21,Award,
USAspending,DevSecOps,70SBUR22F00000113,OUTCOME-BASED DELIVERY AND DEVSECOPS SERVICES (ODOS) III,Department of Homeland Security,DV UNITED LLC,149769862.87,2022-09-25,2026-03-24,Award,
USAspending,DevSecOps,36C10B21N10110004,SERVICES TO SUPPORT IT LEGACY SUSTAINMENT APPLICATIONS AND DEVSECOPS FOR CORP PORTFOLIO PRODUCT LINES.,Department of Veterans Affairs,CIVITASDX LLC,119752756.87,2021-09-29,2026-03-23,Award,
USAspending,DevSecOps,70SBUR24F00000103,"DEVELOPMENT, SECURITY, AND OPERATIONS (DEVSECOPS) SERVICES TO SUPPORT UNITED STATES CITIZENSHIP AND IMMIGRATION SERVICES(USCIS) INFORMATION TECHNOLOGY (IT) SYSTEM DELIVERY PRIMARILY VIS (VERIFICATION INFORMATION SYSTEM). FALCON",Department of Homeland Security,INTERNATIONAL BUSINESS MACHINES CORPORATION,92648677.23,2024-05-20,2026-09-10,Award,
USAspending,DevSecOps,70SBUR22F00000112,OUTCOME-BASED DELIVERY AND DEVSECOPS SERVICES (ODOS) III,Department of Homeland Security,"ADG-REI TECHNOLOGY VENTURES, LLC",89987281.1,2022-09-25,2026-03-24,Award,
USAspending,DevSecOps,70SBUR19F00000578,"PERSONNEL TO PROVIDE DEVELOPMENT, SECURITY, AND OPERATIONS (DEVSECOPS) SERVICES",Department of Homeland Security,ROCK CREEK PUBLISHING GROUP INC.,88495854.06,2019-09-27,2023-07-12,Award,
USAspending,DevSecOps,70SBUR22F00000197,OUTCOME-BASED DELIVERY AND DEVSECOPS SERVICES (ODOS) III,Department of Homeland Security,ALPHA OMEGA INTEGRATION LLC,86490050.8,2022-09-01,2026-04-30,Award,
USAspending,DevSecOps,70SBUR20F00000043,"PERSONNEL TO PROVIDE DEVELOPMENT, SECURITY, AND OPERATIONS (DEVSECOPS) SERVICES IN SUPPORT OF BIOMETRICS PORTFOLIO",Department of Homeland Security,"PLURIBUS DIGITAL, INC",85585754.3,2020-03-30,2023-09-29,Award,
USAspending,DevSecOps,70SBUR19F00000062,RISK AND FRAUD DEVSECOPS SERVICES (RFDS) FOR THE OFFICE OF INFORMATION TECHNOLOGY (OIT),Department of Homeland Security,"SEV1TECH, LLC",69300435.48,2019-01-10,2022-08-03,Award,
USAspending,DevSecOps,N0001922F1207,SOFTWARE DEVSECOPS SERVICES,Department of Defense,BOOZ ALLEN HAMILTON INC,55705583.21,2021-01-15,2026-01-14,Award,
USAspending,DevSecOps,FA820422F0001,DEVSECOPS SERVICES FOR GBSD FENCES ENVIRONMENT EO14042,Department of Defense,ACCENTURE FEDERAL SERVICES LLC,55005114.59,2021-10-28,2026-10-27,Award,
USAspending,DevSecOps,36C10B24F0305,"COMMUNITY CARE DEVELOPMENT, SECURITY, AND OPERATIONS (DEVSECOPS) SUPPORT",Department of Veterans Affairs,VETERANS EZ INFO INC.,51964061.54,2024-12-09,2026-12-08,Award,
USAspending,DevSecOps,70CTD021FR0000235,DHS ICE REQUIRES DEVSECOPS SERVICES FOR THE HOMELAND SECURITY INVESTIGATIONS (HSI) REPOSITORY FOR ANALYTICS IN VIRTUALIZED ENVIRONMENT (RAVEN) PROGRAM.,Department of Homeland Security,"ALETHIX, LLC",46705748.4,2021-09-29,2025-06-29,Award,
USAspending,DevSecOps,47QFLA21F0284,CMS DEVSECOPS,General Services Administration,REVACOMM INC,46110686.21,2021-09-30,2024-09-29,Award,
USAspending,DevSecOps,N6600122F3511,"COMMAND AND CONTROL DIVISION, MARITIME AND EXPEDITIONARY COMMAND AND CONTROL CAPABILITY-BASED IN-SERVICE SYSTEMS ENGINEERING ACTIVITY (CB-ISEA) DEVELOPMENT, SECURITY, AND OPERATIONS (DEVSECOPS)",Department of Defense,"ODME SOLUTIONS, LLC",40701140.84,2022-09-26,2026-09-25,Award,
USAspending,DevSecOps,FA880625FB002,"TO DELIVER SECURITY-CLASSIFICATION-SPECIFIC INFRASTRUCTURE, PLATFORM, NETWORKS AND SUPPORT LAYERS TO ENABLE DEVELOPMENT, INTEGRATION, TEST AND FIELDING FOR SPACE C2 SW DEVELOPED USING AN AGILE-BASED DEVSECOPS RAPID DELIVERY FRAMEWORK.",Department of Defense,"SYSTEMS PLANNING AND ANALYSIS, INC.",38605000.8,2025-01-01,2029-12-31,Award,
USAspending,DevSecOps,70SBUR18F00000697,RISK AND FRAUD ANALYTICS AND DEVSECOPS (RFAD),Department of Homeland Security,"EXCELLA, LLC",33017092.55,2018-09-27,2022-07-24,Award,
USAspending,DevSecOps,W519TC23F0169,"ADVANA EDGE SUPPORT SERVICES. THE OVERARCHING OBJECTIVE OF THE ADVANA EDGE EFFORT IS TO AGGRESSIVELY GROW THE INITIAL AI DEVSECOPS CAPABILITIES TO A FULL-SCALE ENTERPRISE CAPABILITY, OPERATING IN BOTH CLOUD AND EDGE ENVIRONMENTS.",Department of Defense,"SEED INNOVATIONS, LLC",31397869.22,2023-05-18,2025-05-17,Award,
USAspending,DevSecOps,FA830721F0035,JASC DEVSECOPS SYSTEM ADMINISTRATION JOINT APPLICATIONS SUPPORT CONTRACT TEAM 5,Department of Defense,ACCENTURE FEDERAL SERVICES LLC,27219258.6,2021-02-25,2025-07-24,Award,
USAspending,DevSecOps,N0001925F0067,"TO ACQUIRE SOFTWARE LICENSES TO FACILITATE THE DEVELOPMENT, SECURITY, AND OPERATIONS (DEVSECOPS) SYSTEMS DEVELOPMENT LIFE CYCLE (SDLC) OF THE F-35 LIGHTNING II JOINT PROGRAM OFFICE (JPO).",Department of Defense,"AUGUST SCHELL ENTERPRISES, INC.",27094593.82,2024-10-16,2026-11-11,Award,
USAspending,DevSecOps,47QFLA22F0251,CENTERS FOR MEDICARE  MEDICAID SERVICES CMS ENTERPRISE DEVELOPMENT SECURITY AND OPERATIONS DEVSECOPS EFFORT,General Services Administration,REVACOMM INC,26970511.36,2022-09-30,2024-09-29,Award,
USAspending,DevSecOps,70SBUR22F00000114,OUTCOME-BASED DELIVERY AND DEVSECOPS SERVICES (ODOS) III,Department of Homeland Security,SOFTRAMS LLC,24455816.65,2022-12-13,2026-06-12,Award,
Tango,DevSecOps,,Security Operations Support Services,,,0.0,,2025-04-10T18:00:00+00:00,Opportunity,
Tango,DevSecOps,,DevSecOps Support and Chat Ops On-Call Support,,,0.0,,2025-04-11T22:00:00+00:00,Opportunity,
Tango,DevSecOps,,PEO STRI AI Tools for Software Refactoring and Rearchitecting- Request for Information (RFI),,,0.0,,2025-04-30T16:00:00+00:00,Opportunity,
Tango,DevSecOps,,SMARTEC,,,0.0,,2024-11-22T21:00:00+00:00,Opportunity,
Tango,DevSecOps,,Project Hydra: Software Refactoring under AFLCMC Data Operations Commercial Solutions Opening,,,0.0,,2024-11-18T22:00:00+00:00,Opportunity,
Tango,DevSecOps,,Draft Solicitation: Next Generation Command and Control (NGC2) - 03 February 2025,,,0.0,,2025-03-21T20:00:00+00:00,Opportunity,
Tango,DevSecOps,,Predictive Lake Analytics Nextgen eXchange Services (PLANXS) II (RFI # 70SBUR25I2),,,0.0,,2024-11-07T20:00:00+00:00,Opportunity,
