acronym,count,contexts,possible_meaning
FSR,11,"['their ramp up wont stat until April next year. 12 FSR in each location and bench spots', ' Intel Analyst in the Army. Started working as an FSR right after. Deployed to Afghanistan for a year. ', 'h Mountain Division has decided not to extend the FSR Analyst contract. This has come as a shock. Optio']",Field Service Representative
DEVCOM,11,"['GDIT - ARMY DEVCOM - Project Manager - Meeting w/ Steve to discuss t', 'GDIT - ARMY DEVCOM - Project Manager - Meeting w/ Steve to discuss t', 'GDIT - ARMY DEVCOM - Project Manager - Meeting w/ Steve to discuss t']",
BICSI,11,"['know that this individual will need to have their BICSI certification prior to starting, willing to go up', 'e to get us the waiver confirmation again for the BICSI. Told her we would have someone over for the back', 'e to get us the waiver confirmation again for the BICSI. Told her we would have someone over for the back']",
SDA,11,"['SSC - SDA - $25 million plus on the SDA contract due to our contractor Phill Sherman. Phi', 'SSC - SDA - Met with Tom to discuss the process/timeline/ex', 'SSC - SDA - Met with Tom to get our candidates lined up for']",
IDIQ,10,"['p back up in spring or summer of 2026. Waiting on IDIQ contract hopefully around $145m. 10 technical div', 'AR SYSTEMS team is jointly shared - supporting an IDIQ that supports 4-5 different programs at once - ha', 'CACI - C-UAS IDIQ Teaming agreemnt with C-UAS. Expected RFP by Chri']",Indefinite Delivery Indefinite Quantity
NOC,10,"[""on - she's supercool, nice and helpful RTB: - Was NOC Manager at a Datacenter, but recently transitione"", ' too crazy. Not adding any new head count for the NOC right now, but have tag up set up to follow up he', 'issance) and UAVs - they are considered ""Critical NOC"" - typically need people with 3-5 years of experi']",
JOBS,10,"[""re They're not opposed to former Boeing employees JOBS: SEIT - Alain Sanchez (HM for this role - represe"", ""re They're not opposed to former Boeing employees JOBS: SEIT - Alain Sanchez (HM for this role - represe"", ""re They're not opposed to former Boeing employees JOBS: SEIT - Alain Sanchez (HM for this role - represe""]",
SOFA,10,"['delay with Korea start due to DD254 flow down and SOFA agreement for Korean bases. Not guaranting us the', 'he individuals on the ground started ~22nd. Korea SOFA application is pending, likely KOR start date wil', 'z but can only be with us for 2 months. reason is SOFA. said he has 20 spots coming up to make up for it']",
ATL,10,"['ight be in person depending when he comes down to ATL.', 'A Tech and worked for FedEx and spent 10 years in ATL being in the Army. He is intimidated by our airpo', ' Met with Shelly for an in-person meeting here in ATL. Her daughter is a freshman in college here and s']",
CTIP,10,"['fected personnel new billets are effective 1 Sept CTIP/Certifications Ensure ePMO records remain current', 'fected personnel new billets are effective 1 Sept CTIP/Certifications Ensure ePMO records remain current', 'fected personnel new billets are effective 1 Sept CTIP/Certifications Ensure ePMO records remain current']",
OSP,10,"["" let me know that he has a new opening for an ISP/OSP jr in K-bay. Let him know we've filled that posit"", ""re info about why we had to let go of our new ISP/OSP contractor in Albany, confirmed we'll have the ex"", ""re info about why we had to let go of our new ISP/OSP contractor in Albany, confirmed we'll have the ex""]",
AIC,10,"['Deloitte-AIC Test Harness- Still working with Hans on approval', 'Deloitte-AIC Test Harness- Still need final answer from Hans o', ""Deloitte-AIC Test- Still working with Hans on Frank's time and""]",
CDET,10,"['Deloitte - CDET III - Met with Carrie to do a full req qual on th', 'Deloitte - CDET III - Monthly tag-up with Carrie. She is meeting ', 'Deloitte - CDET III - Monthly tag-up with Carrie. The CDET Team i']",
MTSI,10,"['am has been very active on the contract as a sub. MTSI is maintaining their status as doing all the hiri', 'an emphasis on CDO. No new news on the DBH front, MTSI is still maintaining their internal recruiters fo', 'MTSI - SDA - Called Tim about an opportunity with SSC ']",
IDF,10,"[""we think) discussed potentially sole sourcing the IDF's - loved to hear from Wicks/Michael that the wor"", ""for this project Frankie walked through the EAT03 IDF's and knows that they are perfect because of us, "", ""for this project Frankie walked through the EAT03 IDF's and knows that they are perfect because of us, ""]",
INSITE,10,"['NGC: DAF CW/INSITE Tag up with Chris. he has a need for a Linux Syst', 'NGC: INSITE tag up with Tod. heading out to turkey hunt next ', 'NGC: INSITE Touch point with chris. Chris still needs to get ']",
PMO,9,"['eed of 50+ Engineers/ Technicians. Technician and PMO needs. 1 JR2025443643 Design and Analysis Enginee', ' the govt layoffs - said I need to speak with the PMO Director, James Musto (sits at Peraton HQ in Hern', 'ncertainty Redston Arsenal Huntsville AL - IPTA - PMO, ITSM, Help Desk, Systems ADMIN, Network, Cyber M']",
FAA,9,"[""eston SC. Lindsey Russell: RTB- He is the Liaison FAA Manager and doesn't really use our services. He i"", ""sides an anticipated large reorg due to Peraton's FAA win - - he'll have more clarity on this early to "", 'ramping their efforts up - Peraton won their huge FAA contract to win ""building the ATC system"" - $12 b']",
DOGE,9,"['Slowdown with DOGE & govt shutdown but expecting to ramp back up in ', ' status quo right now. SSA was hit pretty hard by DOGE. CMS was still hit but not as bad. They have some', 'ter. John set up the meeting for me Talking about DOGE, the issues they are facing. Talked about getting']",
SIGINT,9,"[""e's the only one NOT in electronic warfare. Heavy SIGINT work. works primarily on avionics - F-16 and A-10"", "" / General coding + development - Developing on a SIGINT system? - Price depends on which location they'd "", ""my there's 12-13 folks supporting J2 (All-Source, SIGINT and Cyber Analysts) doing offensive planning - Lu""]",
NEXT,9,"['w with Bo Pyun for Partnership Engagement opening NEXT ACTION STEPS: Scheduled a reoccurring meeting, st', 'nd scheduled a meeting for Friday - 9/6 at 6pm ET NEXT ACTION STEPS: Follow up on Friday (9/12) if haven', '162 number - Monday, September 15th at 9:30am EST NEXT ACTION STEPS: 1) Send calendar invite for F/U Mee']",
STEPS,9,"['un for Partnership Engagement opening NEXT ACTION STEPS: Scheduled a reoccurring meeting, starting Septem', "" a meeting for Friday - 9/6 at 6pm ET NEXT ACTION STEPS: Follow up on Friday (9/12) if haven't heard from"", ' Monday, September 15th at 9:30am EST NEXT ACTION STEPS: 1) Send calendar invite for F/U Meeting mid-Octo']",
WSMR,9,"[' converting while over in Guam. sending rogers to WSMR where he will need bodies in the near future. wil', 'Kuait: Germany, Poland with domestic teams in HSV,WSMR etc. customer is not happy with Northrop Grumman.', 'Kuait: Germany, Poland with domestic teams in HSV,WSMR etc. customer is not happy with Northrop Grumman.']",
NGG,9,"['ariboo thunder took resource off BOA and added to NGG for LMCO in boulder.', 'GDIT - BIM - Deputy Manager Art mentioned that NGG (Next Generation Gateway) will kick off in the de', 'ineering sent over example resume w/ clearance on NGG program']",
SITEC,9,"['Peraton SITEC 3 Met with Daron. Was on a cruise last week. They', 'Peraton SITEC 3 - Meeting with Derek Kenney. He was in San Fran', 'Peraton SITEC III - Meeting with Rick, he is going to Europe fo']",
ADCS,9,"['GDIT - ADCS-4 - Program Director RTP: Went to Baylor, lives i', 'GDIT - ADCS - ISSM contract re-bid is in 2027, and the next c', 'GDIT - ADCS - VP of Mission IT Solutions RTP: Lives 50 miles ']",
NASIC,9,"['ef call with Craig at Wright-Patterson supporting NASIC. NOT DCGS Very busy, only gave me a few minute. N', 'e government customers are letting at least 30-50 NASIC and NSIC at wright patt. a ton of their formers a', ' eventually find mission focused roles on site at NASIC/NSIC for them. It does give a great place for str']",
AFCEA,9,"['Leidos - NGEN Met with Matt. He will be attending AFCEA Hampton Roads next week. Will see him on Wednesda', "" like for MCEN. Mini mentioned that she may be at AFCEA east because she'll be in Norfolk for a site visi"", "" like for MCEN. Mini mentioned that she may be at AFCEA east because she'll be in Norfolk for a site visi""]",
ISP,9,"["", he let me know that he has a new opening for an ISP/OSP jr in K-bay. Let him know we've filled that p"", ""e more info about why we had to let go of our new ISP/OSP contractor in Albany, confirmed we'll have th"", ""e more info about why we had to let go of our new ISP/OSP contractor in Albany, confirmed we'll have th""]",
JSP,9,"[""Lumen, Federal Meeting, they'll have the JSP Model RFQ submitted to us by the end of the week "", ""l Meeting; she's providing an updated package for JSP ModEL. Outlines of scope, terms, contracts, key d"", 'GDIT-JSP RTB: Broke down the teams over 300 people, most f']",
GPU,9,"["" see that bid closer to then) not going to be any GPU deployments but same size as other COLO's so goin"", 'olistic PM role actually overseeing all of the AI GPU deployments for both metros and even more of West', 'olistic PM role actually overseeing all of the AI GPU deployments for both metros and even more of West']",
NDT,8,"['Boeing - VC25B - NDT - 8/19/2025 RTP- Rene has been with Boeing for 30', 'ines. Need someone with Structural Feed lines and NDT Experience. Experience in Building Hardware. Has ', 'uality Manager Spoke with Rene. He has 2 Level II NDT Positions open for ""Blue Badge"" (Direct Hire) Pos']",
DMAC,8,"['Booz Allen Hamilton - DMAC Program - Chris Tolley - Chief Technologist (Prog', 'Booz Allen Hamilton - Chris Tolley - DMAC Program - Program Manager - sits here in Atlanta ', 'BAH: DMAC Tag up with Jim. Just moved to Cumming on the lak']",
RITS,8,"['over some of our current performance with SAIC on RITS, Horizon 2, CLOUD 1, and EDIS. She mentioned SAIC', 'SAIC - RITS -5 new NE openings - must have CASP+ OR CISSP -In', 'SAIC - RITS TT...req qualed her 2 Cybersecurity roles for squ']",
DISA,8,"[' Said the ""center of gravity"" is headquarters and DISA global - Talked about the golf tournament coming ', ""n sc - his team deals with circuits that supports DISA's AISR mission (airborne intelligence surveillanc"", ""more acquainted - Expecting a resource needed for DISA in January and 1 that's going through the process""]",
ITSM,8,"['pto experience with different encryption devices, ITSM+ is their ticketing system, Routing BGP and Confi', 'cting an uptick in tickets Logs everything in the ITSM platform. Asked about Service Now gaps and he say', 'ainty Redston Arsenal Huntsville AL - IPTA - PMO, ITSM, Help Desk, Systems ADMIN, Network, Cyber Mainly ']",
WISLA,8,"[""d's air defense. NAREW is the next phase of IBCS. WISLA was the first phase and supporting Poland's Air D"", 'NGC - WISLA - IPT Deputy RTP: went to GA State, having a rela', 'with John. WSMR won, now in proposals for poland (WISLA) 20 needs in WSRM. going to use internal first, t']",
AEGIS,8,"[' Architect/ SME 15+ years of experience GMD, BMD, AEGIS, MDA experience provides recommendations for effi', 'C2 Systems core capability and command center for AEGIS 200 engineers focus in on SW RTP: -from Lincroft,', ' re: below ; SW and SE across display systems for AEGIS and CUAS programs and product lines 3 areas of fo']",
SOC,8,"[' is the Detect and Response Lead and oversees the SOC for the DCSB program in Adelphi, MD -Working at t', 'Leidos-DCSB -Candidates for SOC position were ruled out -Al connected me with one', "" -Alphonso is giving us more time to backfill the SOC Analyst position -He said he knows they're being ""]",
COR,8,"['request for travel. She is going to work with the COR to get it approved.', 'n w/new opportunities within CAIC. There is a new COR who is open to new ideas however they are in a ho', "" whether that's just training or working with the COR to get him read onto the program to start as soon""]",
NMCC,8,"['e call...no current issues with any of our folks. NMCC team is just plugging away supporting the AF at t', 'ell. Nothing new to report on the VTC side of the NMCC', "" Doesn't see any hiring on his entire team at the NMCC hiring for the rest of the year.""]",
FIP,8,"['Deloitte - FIP IV - Met with Tilley & Jose to discuss the upcomi', 'Deloitte - FIP IV - Met with Tilley & Jose to discuss the upcomi', 'Deloitte - FIP IV - Met with Matt and Jose after hours on Friday']",
FIAR,8,"[' opportunity to partner with Guidehouse on the AF FIAR recompete. She previously worked on a couple TOs ', ' is the teaming lead for the DAF SAF/FM & AFMC/FM FIAR pursuits for Guidehouse. The RFP is due on 12/19 ', ' is the teaming lead for the DAF SAF/FM & AFMC/FM FIAR pursuits for Guidehouse. The RFP is due on 12/19 ']",
AFRL,8,"['g one of our ASR I candidates to an ASR II on the AFRL team. That is occuring on 9/15 and we will be bac', 'Systems Administrator for Wright Patterson on the AFRL team. Start date is set for 9/22.', 'GDIT - Justified - Meeting with Rich and AFRL lead Terry. They have a current ASR I opening at ']",
SRE,7,"[""ents Engineering Manager and manages a team of 11 SRE's (Supplier Requirements Engineers). John reports"", 'Leidos - NGEN Call with Tom about SRE team. His team will not be going to Hampton Roads', 'Leidos - NGEN Call with Melissa about ITSM and SRE team hopefully staffing up once funding comes thr']",
