award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,contract_id,description,end_date,extraction_date,is_it_services,naics_code,pop_city,pop_state,priority_tier,psc_code,recipient_name,recipient_uei,size_tier,start_date,sub_recipient_count,subaward_count,subaward_total_value,vendor_prime_count,Column1
6620467289.0,CONT_AWD_N0002408C2110_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 78 subs; Very active prime,100,N0002408C2110,CVN 78 SHIP CONSTRUCTION,9/30/2022,1/21/2026,False,,,,HIGH,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,GIANT ($5B-10B),8/1/2008,1,78,0,27,
6103285532.0,CONT_AWD_N0001906C0081_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0001906C0081,,12/31/2025,1/21/2026,False,,,,HIGH,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,GIANT ($5B-10B),1/3/2006,1,100,0,13,
6035358369.0,CONT_AWD_N0001913C0008_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0001913C0008,F-35 LRIP 8 AAC,12/31/2100,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,GIANT ($5B-10B),2/28/2013,1,100,0,87,
5958207618.0,CONT_AWD_FA862914C2403_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $5B+; 100 subs; Very active prime,100,FA862914C2403,ACAT 1D - CRH,9/13/2026,1/21/2026,False,,,,HIGH,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,GIANT ($5B-10B),6/26/2014,1,100,0,13,
5934097112.0,CONT_AWD_FA862514C6450_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $5B+; 100 subs; Very active prime,100,FA862514C6450,FY13 ADVANCE PROCUREMENT FUNDS FOR FY14 C-130J AIRCRAFT,7/31/2020,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,GIANT ($5B-10B),12/9/2013,1,100,0,23,
5922645372.0,CONT_AWD_N0002402C2300_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0002402C2300,,3/31/2017,1/21/2026,False,,,,HIGH,,NATIONAL STEEL AND SHIPBUILDING COMPANY,Q85KVUK3JBF5,GIANT ($5B-10B),10/18/2001,1,100,0,12,
5812593039.0,CONT_AWD_N0002416C2229_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0002416C2229,DETAIL DESIGN AND CONSTRUCTION (DD&C) FOR T-AO 205,3/22/2028,1/21/2026,False,,,,HIGH,,NATIONAL STEEL AND SHIPBUILDING COMPANY,Q85KVUK3JBF5,GIANT ($5B-10B),6/30/2016,1,100,0,12,
5812245402.0,CONT_AWD_N0001909C0010_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 100 subs; Very active prime,100,N0001909C0010,AWARD AAC LRIP IV CONTRACT,8/11/2021,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,GIANT ($5B-10B),3/11/2009,1,100,0,87,
5699021641.0,CONT_AWD_N0001909C0022_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 100 subs; Very active prime,100,N0001909C0022,P-8A LRIP I LONG LEAD MATERIAL,7/31/2018,1/21/2026,False,,,,HIGH,,THE BOEING COMPANY,WZWRLY4G3PL8,GIANT ($5B-10B),4/13/2009,1,100,0,15,
5597451611.0,CONT_AWD_N0001912C0004_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0001912C0004,LONG LEAD-TIME ITEMS,2/28/2026,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,GIANT ($5B-10B),6/15/2012,1,100,0,87,
5584342575.0,CONT_AWD_W58RGZ17C0009_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $5B+; 100 subs; Very active prime,100,W58RGZ17C0009,W58RGZ-17-C-0009 MY IX BLACK HAWK PRODUCTION CONTRACT AWARD.,10/31/2025,1/21/2026,False,,,,HIGH,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,GIANT ($5B-10B),6/22/2017,1,100,0,13,
5544117634.0,CONT_AWD_N0001912C0112_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 100 subs; Very active prime,100,N0001912C0112,P-8A FRP LOT I LONG LEAD MATERIAL,10/13/2031,1/21/2026,False,,,,HIGH,,THE BOEING COMPANY,WZWRLY4G3PL8,GIANT ($5B-10B),8/31/2012,1,100,0,15,
5496533531.0,CONT_AWD_N0001918C1046_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0001918C1046,F/A-18E AIRCRAFT,8/31/2028,1/21/2026,False,,,,HIGH,,THE BOEING COMPANY,JJM4FRDZJDX1,GIANT ($5B-10B),5/8/2018,1,100,0,45,
5346348092.0,CONT_AWD_FA868224CB001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $5B+; 100 subs; Very active prime,100,FA868224CB001,LONG RANGE ANTI-SHIP MISSILE/JOINT AIR-TO-SURFACE STANDOFF MISSILE LARGE LOT PROCUREMENT,7/31/2029,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,H7PNSVNN5827,GIANT ($5B-10B),9/27/2024,1,100,0,23,
5302697772.0,CONT_AWD_N0002418C2305_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 53 subs; Very active prime,100,N0002418C2305,FY18-FY22 DDG 51 CLASS SHIP CONSTRUCTION,12/20/2030,1/21/2026,False,,,,HIGH,,BATH IRON WORKS CORPORATION,FREEMCLKFXE3,GIANT ($5B-10B),9/27/2018,1,53,0,12,
5286196425.0,CONT_AWD_FA861520F0001_9700_FA861520D6052_9700,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 100 subs; Very active prime,100,FA861520F0001,TAIWAN/MOROCCO F-16 PRODUCTION BLOCK 70/72,12/31/2028,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,GIANT ($5B-10B),8/14/2020,1,100,0,87,
5023910450.0,CONT_AWD_N0002423C2305_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 53 subs; Very active prime,100,N0002423C2305,CONSTRUCTION OF DDG 51 SHIPS FY23-27,2/28/2034,1/21/2026,False,,,,HIGH,,BATH IRON WORKS CORPORATION,FREEMCLKFXE3,GIANT ($5B-10B),8/1/2023,1,53,0,12,
755178595.4,CONT_AWD_W56KGU24F0010_9700_W56KGU18D0004_9700,Department of Defense,Department of the Army,DoD; IT Services; $500M+; 16 subs; Very active prime; Staffing indicators,100,W56KGU24F0010,FY25 TASK ORDER 7 - TO PROVIDE SYSTEMS ENGINEERING RESEARCH AND DEVELOPMENT SERVICES FOR THE DEPARTMENT OF DEFENSE (DOD) AND OTHER FEDERAL GOVERNMENT AGENCIES.,12/31/2025,1/21/2026,True,,,,HIGH,,THE MITRE CORPORATION,DMHDNDCPWUD1,LARGE ($500M-1B),10/1/2024,1,16,0,18,
483202632.0,CONT_AWD_N0002416C5144_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; IT Services; $100M+; 100 subs; Active prime; Staffing indicators,100,N0002416C5144,"FMS AND US AEGIS PRODUCTION (FCS AND SPY TRANSMITTER), PTC SUPPORT, AND ENGINEERING SUPPORT REQUIREMENTS.",12/31/2027,1/21/2026,True,,,,HIGH,,RAYTHEON COMPANY,YD6LTFVUZNG1,MEDIUM ($100M-500M),5/27/2016,1,100,0,8,
4996841729.0,CONT_AWD_FA862507C6471_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+; 100 subs; Very active prime,95,FA862507C6471,ADVANCE PROCUREMENT OF LONG LEAD FOR LRIP FOR C-5M RERP,1/31/2019,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,BILLION ($1B-5B),4/30/2007,1,100,0,23,
4993929468.0,CONT_AWD_N0001910C0002_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+; 100 subs; Very active prime,95,N0001910C0002,LOW RATE INTITIAL PRODUCTION (LRIP) LOT 5 ADVANCED ACQUISITION CONTRACT.,5/4/2022,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,BILLION ($1B-5B),7/6/2010,1,100,0,87,
4960017500.0,CONT_AWD_N0002424C2110_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 100 subs; Very active prime,95,N0002424C2110,SSN 814 & SSN 815 LONG LEAD TIME MATERIAL,9/30/2035,1/21/2026,False,,,,HIGH,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,BILLION ($1B-5B),10/13/2023,1,100,0,28,
4904473851.0,CONT_AWD_N0002413C2305_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 53 subs; Very active prime,95,N0002413C2305,FY13-FY17 DDG 51 CLASS SHIP CONSTRUCTION.,12/1/2026,1/21/2026,False,,,,HIGH,,BATH IRON WORKS CORPORATION,FREEMCLKFXE3,BILLION ($1B-5B),6/3/2013,1,53,0,12,
4865962076.0,CONT_AWD_N0001921C0011_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 100 subs; Very active prime,95,N0001921C0011,FY21 PBL2,2/28/2030,1/21/2026,False,,,,HIGH,,RTX CORPORATION,QN1BCFY7JDJ5,BILLION ($1B-5B),12/1/2020,1,100,0,41,
4864238446.0,CONT_AWD_W58RGZ13C0002_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+; 100 subs; Very active prime,95,W58RGZ13C0002,CH-47F CARGO HELICOPTER MULTIYEAR II.  34 NEW BUILD HELICOPTERS AND 121 RENEW HELICOPTERS.,9/30/2022,1/21/2026,False,,,,HIGH,,THE BOEING COMPANY,E466BXU4KJH8,BILLION ($1B-5B),6/10/2013,1,100,0,14,
4815722935.0,CONT_AWD_W52P1J10C0062_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; 65 subs; Very active prime,95,W52P1J10C0062,KUWAIT BASE OPERATIONS AND SECURITY SUPPORT SERVICES,8/28/2023,1/21/2026,False,,,,HIGH,,VECTRUS SYSTEMS LLC,RRFJZGASZJ41,BILLION ($1B-5B),9/29/2010,1,65,0,16,
4697952588.0,CONT_AWD_N0001924C0039_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 100 subs; Very active prime,95,N0001924C0039,CY24 AVSC SUPPLY SUPPORT,9/30/2033,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,BILLION ($1B-5B),6/28/2024,1,100,0,87,
4627589105.0,CONT_AWD_N0002418C2406_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 100 subs; Very active prime,95,N0002418C2406,LPD 30 LLTM,3/1/2031,1/21/2026,False,,,,HIGH,,HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,BILLION ($1B-5B),8/2/2018,1,100,0,22,
4583057419.0,CONT_AWD_W31P4Q19C0011_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; 100 subs; Very active prime,95,W31P4Q19C0011,"W31P4Q-19-C-0011 PAC-3 PRODUCTION CONTRACT FOR THE FY19/20 US/FMS REQUIREMENTS, WHICH INCLUDES: MSE&CRI MISSILES, LMKS AND OTHER GROUND SUPPORT FOR PATRIOT/PAC-3 WEAPON.",3/31/2027,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,BILLION ($1B-5B),12/21/2018,1,100,0,42,
4563665299.0,CONT_AWD_N0002498C2104_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 78 subs; Very active prime,95,N0002498C2104,,5/17/2023,1/21/2026,False,,,,HIGH,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,BILLION ($1B-5B),11/3/1999,1,78,0,27,
4538050445.0,CONT_AWD_FA880708C0010_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+; 100 subs; Very active prime,95,FA880708C0010,GLOBAL POSITIONING SYSTEM (GPS) IIIA,7/23/2027,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORP,FYHNA5WC8XD7,BILLION ($1B-5B),5/15/2008,1,100,0,10,
4468376083.0,CONT_AWD_N0002415C2114_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 78 subs; Very active prime,95,N0002415C2114,DETAIL DESIGN AND CONSTRUCTION CVN 79,7/31/2025,1/21/2026,False,,,,HIGH,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,BILLION ($1B-5B),6/5/2015,1,78,0,27,
4410630126.0,CONT_AWD_FA862511C6597_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+; 100 subs; Very active prime,95,FA862511C6597,C-130J FIVE YEAR OPTION CONTRACT (FYOC) IV,8/31/2020,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,BILLION ($1B-5B),2/1/2011,1,100,0,23,
4386431995.0,CONT_AWD_N0002409C2116_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 78 subs; Very active prime,95,N0002409C2116,CVN79 CONSTRUCTION PREPARATION EFFORTS FY09,7/31/2025,1/21/2026,False,,,,HIGH,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,BILLION ($1B-5B),1/15/2009,1,78,0,27,
4379037328.0,CONT_AWD_W58RGZ08C0098_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; 100 subs; Very active prime,95,W58RGZ08C0098,CH-47F MULTI-YEAR CONTRACT FOR NEW BUILD AND REMANUFACTURE AIRCRAFTS,12/31/2015,1/21/2026,False,,,,HIGH,,THE BOEING COMPANY,E466BXU4KJH8,BILLION ($1B-5B),8/26/2008,1,100,0,14,
4266428233.0,CONT_AWD_W58RGZ22C0010_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; 100 subs; Very active prime,95,W58RGZ22C0010,MULTI-YEAR TEN (MY X) BLACK HAWK PRODUCTION AWARD FOR PROCUREMENT OF 120 H-60M BLACK HAWK HELICOPTERS FOR FISCAL YEARS 2022 - 2026 REQUIREMENTS WITH RELATED SUPPORT AND INCLUDING OPTIONS FOR AN ADDITIONAL 135 AIRCRAFT.,12/31/2027,1/21/2026,False,,,,HIGH,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,BILLION ($1B-5B),6/26/2022,1,100,0,13,
4241697570.0,CONT_AWD_W31P4Q14C0034_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; 100 subs; Very active prime,95,W31P4Q14C0034,"LETTER CONTRACT FOR FY14 PAC-3 CRI MISSILES, LAUNCHER MODIFICATION KITS, SEEKER GIMBAL REDESIGN, AND INITIAL SPARES FOR US AND KUWAIT",3/31/2023,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,BILLION ($1B-5B),12/31/2013,1,100,0,42,
4138094932.0,CONT_AWD_N0001919C0010_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 100 subs; Very active prime,95,N0001919C0010,DUAL CAPABLE AIRCRAFT UCA AWARD,4/1/2027,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,BILLION ($1B-5B),11/15/2018,1,100,0,87,
4133038047.0,CONT_AWD_N0002496C2100_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 100 subs; Very active prime,95,N0002496C2100,,5/10/2013,1/21/2026,False,,,,HIGH,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,BILLION ($1B-5B),10/14/1999,1,100,0,28,
4025755431.0,CONT_AWD_FA880718C0009_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+; 100 subs; Very active prime,95,FA880718C0009,GLOBAL POSITIONING SYSTEMS III FOLLOW-ON,1/31/2037,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORP,FYHNA5WC8XD7,BILLION ($1B-5B),9/26/2018,1,100,0,10,
4018664962.0,CONT_AWD_N0002420C2120_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 100 subs; Very active prime,95,N0002420C2120,LEAD YARD SUPPORT,3/31/2030,1/21/2026,False,,,,HIGH,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,BILLION ($1B-5B),10/13/2019,1,100,0,28,
3910474399.0,CONT_AWD_FA861105C2850_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+; 100 subs; Very active prime,95,FA861105C2850,,1/31/2013,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,BILLION ($1B-5B),2/18/2005,1,100,0,87,
3903032460.0,CONT_AWD_N0003019C0025_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 100 subs; Very active prime,95,N0003019C0025,IR CPS WS DEVELOPMENT AND INTEGRATION,12/31/2025,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORP,FYHNA5WC8XD7,BILLION ($1B-5B),12/20/2018,1,100,0,10,
3881957673.0,CONT_AWD_F3365703C2014_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+; 100 subs; Very active prime,95,F3365703C2014,200307!000084!5700!GU04  !ASC/GR                          !F3365703C2014  !A!N! !N!                   !20030314!20090930!003268869!003268869!834951691!N!LOCKHEED MARTIN CORPORATION   !86 SOUTH COBB DRIVE       !MARIETTA            !GA!30063!49756!067!13!MARIETTA            !COBB                  !GE,12/31/2012,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,BILLION ($1B-5B),3/14/2003,1,100,0,23,
3837899602.0,CONT_AWD_N0002497C2202_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 100 subs; Very active prime,95,N0002497C2202,,12/31/2012,1/21/2026,False,,,,HIGH,,HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,BILLION ($1B-5B),10/27/1999,1,100,0,22,
3829164351.0,CONT_AWD_N0001908C0028_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+; 100 subs; Very active prime,95,N0001908C0028,JSF LRIP LOT III - AAC,8/11/2021,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,BILLION ($1B-5B),5/14/2008,1,100,0,87,
3809704361.0,CONT_AWD_FA862518F7027_9700_FA862516D6458_9700,Department of Defense,Department of the Air Force,DoD; $1B+; 100 subs; Very active prime,95,FA862518F7027,"C-130J, ACAT 1, FIVE YEAR ORDERING CONTRACT, MYP3 AP",4/30/2026,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,BILLION ($1B-5B),7/19/2018,1,100,0,23,
3794197716.0,CONT_AWD_FA863423F0048_9700_FA863420D2704_9700,Department of Defense,Department of the Air Force,DoD; $1B+; 100 subs; Very active prime,95,FA863423F0048,F-15EX LOT 5 ADVANCED PROCUREMENT,4/30/2029,1/21/2026,False,,,,HIGH,,THE BOEING COMPANY,JJM4FRDZJDX1,BILLION ($1B-5B),9/27/2023,1,100,0,45,
3782625121.0,CONT_AWD_FA862516C6599_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+; 100 subs; Very active prime,95,FA862516C6599,"ACAT I, AFLCMC/WLJK, PRESIDENTIAL AIRCRAFT RECAPITALIZATION",8/31/2027,1/21/2026,False,,,,HIGH,,THE BOEING COMPANY,WZWRLY4G3PL8,BILLION ($1B-5B),1/4/2016,1,100,0,15,
3679519283.0,CONT_AWD_0001_9700_FA852612D0001_9700,Department of Defense,Defense Contract Management Agency,DoD; $1B+; 100 subs; Very active prime,95,1,"THIS ORDER PROVIDES SUPPORT AND SUSTAINMENT SERVICES TO THE GOVERNMENT PRODUCT SUPPORT MANAGER (PSM)/ PRODUCT SUPPORT INTEGRATOR (PSI) FOR THE C-17 WEAPON SYSTEM. SUPPORT SHALL INCLUDE PROGRAM MANAGEMENT; LOGISTICS DATA, SUSTAINMENT ENGINEERING; QUALITY ASSURANCE; MATERIAL AND EQUIPMENT MANAGEMENT; ",3/31/2015,1/21/2026,False,,,,HIGH,,THE BOEING COMPANY,M8JLMEHJADQ5,BILLION ($1B-5B),10/1/2011,1,100,0,10,
3667251156.0,CONT_AWD_FA820518F0001_9700_FA820518D0001_9700,Department of Defense,Department of the Air Force,DoD; $1B+; 100 subs; Very active prime,95,FA820518F0001,IGF::OT::IGF COMPREHENSIVE F-22 VEHICLE SUSTAINMENT SERVICES,4/30/2027,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,BILLION ($1B-5B),1/1/2018,1,100,0,87,
3648685783.0,CONT_AWD_FA861108C2896_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+; 100 subs; Very active prime,95,FA861108C2896,F119 ENGINE LONG TERM SUSTAINMENT PROGRAM FOR THE RAPTOR ENGINE (SPARE),5/31/2022,1/21/2026,False,,,,HIGH,,RTX CORPORATION,QN1BCFY7JDJ5,BILLION ($1B-5B),1/1/2008,1,100,0,41,
3583485319.0,CONT_AWD_FA881606C0002_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+; 75 subs; Very active prime,95,FA881606C0002,200610!000002!5700!FA8816!SMC/EVK                         !FA881606C0002  !A!N! !N!             !      !20060228!20070930!926784042!834951691!834951691!N!LOCKHEED MARTIN CORPORATION   !12257 HIGHWAY 121         !LITTLETON           !CO!80125!45255!005!08!LITTLETON           !ARAPAHOE              !C,12/31/2013,1/21/2026,False,,,,HIGH,,"UNITED LAUNCH SERVICES, LLC",XHAMULHCL9N3,BILLION ($1B-5B),2/28/2006,1,75,0,11,
3518934933.0,CONT_AWD_DAAH2302C0006_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; 100 subs; Very active prime,95,DAAH2302C0006,200212!002339!2100!AH23 !USA AVIATION AND MISSILE COMMAND!DAAH2302C0006 !A!N! !N! !20020926!20071231!835551474!835551474!001344142!N!SIKORSKY AIRCRAFT CORPORATION !6900 MAIN STREET !STRATFORD !CT!06615!74260!001!09!STRATFORD !FAIRFIELD !CONN !+000223785585!N!Y!001534999153!1520!AIRCRAFT ROTARY WING ,1/31/2020,1/21/2026,False,,,,HIGH,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,BILLION ($1B-5B),9/26/2002,1,100,0,13,
3452976200.0,CONT_AWD_0002_9700_W56HZV09D0111_9700,Department of Defense,Department of the Army,DoD; $1B+; 100 subs; Very active prime,95,2,"PURCHASE MRAP ATVS, INCLUDING ASSOCIATED PARTS AND FIELD SUPPORT.",12/28/2012,1/21/2026,False,,,,HIGH,,OSHKOSH DEFENSE LLC,ZMXAHH8M8VL8,BILLION ($1B-5B),6/30/2009,1,100,0,20,
3440615229.0,CONT_AWD_N0002405C2221_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 100 subs; Very active prime,95,N0002405C2221,,9/15/2016,1/21/2026,False,,,,HIGH,,HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,BILLION ($1B-5B),7/15/2005,1,100,0,22,
3422749299.0,CONT_AWD_N0001922C0004_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 100 subs; Very active prime,95,N0001922C0004,CH-53K FRP LOT 7 LONG LEAD ITEMS,12/31/2027,1/21/2026,False,,,,HIGH,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,BILLION ($1B-5B),12/6/2021,1,100,0,13,
3405711408.0,CONT_AWD_N0002402C2303_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 53 subs; Very active prime,95,N0002402C2303,200212!025207!1700!BZ002 !NAVAL SEA SYSTEMS COMMAND       !N0002402C2303  !A!N! !N!                   !20020801!20080426!045953718!045953718!001381284!N!BATH IRON WORKS CORPORATION   !700 WASHINGTON ST STOP 1  !BATH                !ME!04530!03355!023!23!BATH                !SAGADAHOC             !MA,12/30/2011,1/21/2026,False,,,,HIGH,,BATH IRON WORKS CORPORATION,FREEMCLKFXE3,BILLION ($1B-5B),8/1/2002,1,53,0,12,
3351281583.0,CONT_AWD_F3365701C2095_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+; 100 subs; Very active prime,95,F3365701C2095,200209!000048!5700!GU75 !ASC/YFK !F3365701C2095 !A!N! !N! !20011204!20021031!003268869!003268869!834951691!N!LOCKHEED MARTIN CORPORATION !86 SOUTH COBB DR !MARIETTA !GA!30063!49756!067!13!MARIETTA !COBB !GEORGIA !+000026000000!N!N!000000000000!1510!AIRCRAFT FIXED WING !A1A!AIRFRAMES AND SPARES !3AFB,12/31/2013,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,BILLION ($1B-5B),12/4/2001,1,100,0,23,
3345822881.0,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 100 subs; Very active prime,95,N0002413C2307,FY13-FY17 DDG 51 CLASS SHIP CONSTRUCTION.,10/31/2024,1/21/2026,False,,,,HIGH,,HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,BILLION ($1B-5B),6/3/2013,1,100,0,22,
3310046925.0,CONT_AWD_N0002406C2303_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 53 subs; Very active prime,95,N0002406C2303,DDG 1000 DETAIL DESIGN,12/26/2021,1/21/2026,False,,,,HIGH,,BATH IRON WORKS CORPORATION,FREEMCLKFXE3,BILLION ($1B-5B),8/8/2006,1,53,0,12,
3302903639.0,CONT_AWD_N0002421C2106_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 78 subs; Very active prime,95,N0002421C2106,FY21 RCOH ACCOMPLISHMENT,10/6/2026,1/21/2026,False,,,,HIGH,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,BILLION ($1B-5B),2/19/2021,1,78,0,27,
3271676557.0,CONT_AWD_N0002416C2427_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 100 subs; Very active prime,95,N0002416C2427,"DETAIL DESIGN AND CONSTRUCTION (DD&C) FOR LHA 8 (INITIAL EFFORT LIMITED TO PLANNING, ADVANCED ENGINEERING AND PROCUREMENT OF LONG LEAD TIME MATERIAL)",7/31/2026,1/21/2026,False,,,,HIGH,,HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,BILLION ($1B-5B),6/30/2016,1,100,0,22,
