award_amount,award_id,awarding_agency,bd_reasons,bd_score,competitor_present,competitors,description,end_date,fiscal_year,is_base_year,job_activity,lifecycle_phase,naics_code,piid,pop_city,pop_state,psc_code,recipient_name,recipient_uei,runway_years,source,start_date,sub_agency
5699021641.13,N0001909C0022,Department of Defense,DoD; $500M+,45,False,,P-8A LRIP I LONG LEAD MATERIAL,2018-07-31,2022,False,0,Late Stage,,,,WA,,THE BOEING COMPANY,WZWRLY4G3PL8,-7.5,USAspending,2009-04-13,Defense Contract Management Agency
5668542889.12,N0002405C5346,Department of Defense,DoD; $500M+,45,False,,None,2019-09-29,2022,False,0,Late Stage,,,,MA,,RAYTHEON COMPANY,LWF3QUSCDNG1,-6.3,USAspending,2005-05-25,Department of the Navy
5608431752.51,W31P4Q15C0022,Department of Defense,DoD; $500M+,45,False,,TEN FIRE UNITS FOR QATAR,2025-05-31,2022,False,0,Late Stage,,,,MA,,RAYTHEON COMPANY,XSV6AZJ6SDJ7,-0.6,USAspending,2014-12-19,Department of the Army
5597451611.0,N0001912C0004,Department of Defense,DoD; $500M+,45,False,,LONG LEAD-TIME ITEMS,2026-02-28,2022,False,0,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,0.1,USAspending,2012-06-15,Department of the Navy
5178428982.51,N0003904C2009,Department of Defense,DoD; $500M+,45,False,,None,2022-08-18,2022,False,0,Late Stage,,,,CA,,LOCKHEED MARTIN CORP,ZFN2JJXBLZT3,-3.4,USAspending,2004-09-24,Defense Contract Management Agency
4996841729.22,FA862507C6471,Department of Defense,DoD; $500M+,45,False,,ADVANCE PROCUREMENT OF LONG LEAD FOR LRIP FOR C-5M RERP,2019-01-31,2022,False,0,Late Stage,,,,GA,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,-7.0,USAspending,2007-04-30,Department of the Air Force
4981515210.15,N0002411C2300,Department of Defense,DoD; $500M+,45,False,,BASIC AWARD,2026-12-31,2022,False,0,Late Stage,,,,MD,,LOCKHEED MARTIN CORPORATION,MJENSFHZJP11,0.9,USAspending,2010-12-29,Department of the Navy
4904473850.56,N0002413C2305,Department of Defense,DoD; $500M+,45,False,,FY13-FY17 DDG 51 CLASS SHIP CONSTRUCTION.,2026-12-01,2022,False,0,Late Stage,,,,ME,,BATH IRON WORKS CORPORATION,FREEMCLKFXE3,0.9,USAspending,2013-06-03,Department of the Navy
4885212163.54,N0001993C0006,Department of Defense,DoD; $500M+,45,False,,None,2017-06-30,2022,False,0,Late Stage,,,,TX,,BELL HELICOPTER TEXTRON INC,HW7JDAG1UYU5,-8.6,USAspending,1992-10-15,Defense Contract Management Agency
4864238445.89,W58RGZ13C0002,Department of Defense,DoD; $500M+,45,False,,CH-47F CARGO HELICOPTER MULTIYEAR II.  34 NEW BUILD HELICOPTERS AND 121 RENEW HELICOPTERS.,2022-09-30,2022,False,0,Late Stage,,,,PA,,THE BOEING COMPANY,E466BXU4KJH8,-3.3,USAspending,2013-06-10,Defense Contract Management Agency
4563665299.0,N0002498C2104,Department of Defense,DoD; $500M+,45,False,,None,2023-05-17,2022,False,0,Late Stage,,,,VA,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,-2.7,USAspending,1999-11-03,Department of the Navy
4468376082.62,N0002415C2114,Department of Defense,DoD; $500M+,45,False,,DETAIL DESIGN AND CONSTRUCTION CVN 79,2025-07-31,2022,False,0,Late Stage,,,,VA,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,-0.5,USAspending,2015-06-05,Department of the Navy
4462893976.64,N0002411C2301,Department of Defense,DoD; $500M+,45,False,,BASIC CONTRACT,2024-03-28,2022,False,0,Late Stage,,,,AL,,"AUSTAL USA, LLC",RG6LJJM6JBS3,-1.8,USAspending,2010-12-29,Department of the Navy
